"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"H","70 A 74","PERÚ",2021,6,"VALPARAÍSO","33","5","1","6",39
"H","70 A 74","PERÚ",2021,7,"METROPOLITANA DE SANTIAGO","599","85","13","98",697
"H","70 A 74","PERÚ",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","8","","","",8
"H","70 A 74","PERÚ",2021,9,"MAULE","5","","","",5
"H","70 A 74","PERÚ",2021,10,"ÑUBLE","4","","1","1",5
"H","70 A 74","PERÚ",2021,11,"BIOBÍO","4","","","",4
"H","70 A 74","PERÚ",2021,12,"LA ARAUCANÍA","7","","","",7
"H","70 A 74","PERÚ",2021,13,"LOS RÍOS","","2","","2",2
"H","70 A 74","PERÚ",2021,14,"LOS LAGOS","3","","","",3
"H","70 A 74","PERÚ",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1
"H","70 A 74","PERÚ",2021,17,"REGIÓN IGNORADA","","9","6","15",15
"H","70 A 74","PERÚ",2022,1,"ARICA Y PARINACOTA","45","8","1","9",54
"H","70 A 74","PERÚ",2022,2,"TARAPACÁ","76","15","","15",91
