"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"H","20 A 24","VENEZUELA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","38","509","28","537",575
"H","20 A 24","VENEZUELA",2021,9,"MAULE","36","538","77","615",651
"H","20 A 24","VENEZUELA",2021,10,"ÑUBLE","7","168","6","174",181
"H","20 A 24","VENEZUELA",2021,11,"BIOBÍO","32","600","45","645",677
"H","20 A 24","VENEZUELA",2021,12,"LA ARAUCANÍA","19","181","48","229",248
"H","20 A 24","VENEZUELA",2021,13,"LOS RÍOS","3","91","4","95",98
"H","20 A 24","VENEZUELA",2021,14,"LOS LAGOS","6","424","82","506",512
"H","20 A 24","VENEZUELA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","26","2","28",28
"H","20 A 24","VENEZUELA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","11","91","1","92",103
"H","20 A 24","VENEZUELA",2021,17,"REGIÓN IGNORADA","","237","2894","3131",3131
"H","20 A 24","VENEZUELA",2022,1,"ARICA Y PARINACOTA","3","106","6","112",115
"H","20 A 24","VENEZUELA",2022,2,"TARAPACÁ","19","208","17","225",244
"H","20 A 24","VENEZUELA",2022,3,"ANTOFAGASTA","12","316","15","331",343
"H","20 A 24","VENEZUELA",2022,4,"ATACAMA","3","83","22","105",108
"H","20 A 24","VENEZUELA",2022,5,"COQUIMBO","17","352","69","421",438
"H","20 A 24","VENEZUELA",2022,6,"VALPARAÍSO","74","1016","220","1236",1310
"H","20 A 24","VENEZUELA",2022,7,"METROPOLITANA DE SANTIAGO","1006","7013","395","7408",8414
"H","20 A 24","VENEZUELA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","40","439","21","460",500
"H","20 A 24","VENEZUELA",2022,9,"MAULE","28","470","80","550",578
"H","20 A 24","VENEZUELA",2022,10,"ÑUBLE","5","191","10","201",206
"H","20 A 24","VENEZUELA",2022,11,"BIOBÍO","25","483","57","540",565
"H","20 A 24","VENEZUELA",2022,12,"LA ARAUCANÍA","11","143","39","182",193
"H","20 A 24","VENEZUELA",2022,13,"LOS RÍOS","3","82","10","92",95
"H","20 A 24","VENEZUELA",2022,14,"LOS LAGOS","8","355","66","421",429
"H","20 A 24","VENEZUELA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","14","3","17",17
"H","20 A 24","VENEZUELA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","9","75","2","77",86
"H","20 A 24","VENEZUELA",2022,17,"REGIÓN IGNORADA","","214","7227","7441",7441
"H","25 A 29","ALEMANIA",2018,2,"TARAPACÁ","2","","","",2
"H","25 A 29","ALEMANIA",2018,3,"ANTOFAGASTA","5","","","",5
"H","25 A 29","ALEMANIA",2018,4,"ATACAMA","2","","","",2
"H","25 A 29","ALEMANIA",2018,5,"COQUIMBO","4","","","",4
"H","25 A 29","ALEMANIA",2018,6,"VALPARAÍSO","26","2","","2",28
"H","25 A 29","ALEMANIA",2018,7,"METROPOLITANA DE SANTIAGO","145","16","4","20",165
"H","25 A 29","ALEMANIA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","4","1","","1",5
"H","25 A 29","ALEMANIA",2018,9,"MAULE","1","2","","2",3
"H","25 A 29","ALEMANIA",2018,10,"ÑUBLE","2","","","",2
"H","25 A 29","ALEMANIA",2018,11,"BIOBÍO","10","","1","1",11
"H","25 A 29","ALEMANIA",2018,12,"LA ARAUCANÍA","3","","","",3
"H","25 A 29","ALEMANIA",2018,13,"LOS RÍOS","4","","","",4
"H","25 A 29","ALEMANIA",2018,14,"LOS LAGOS","5","1","","1",6
"H","25 A 29","ALEMANIA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","1","","1",2
"H","25 A 29","ALEMANIA",2018,17,"REGIÓN IGNORADA","","8","","8",8
"H","25 A 29","ALEMANIA",2019,2,"TARAPACÁ","1","","","",1
"H","25 A 29","ALEMANIA",2019,3,"ANTOFAGASTA","5","","","",5
"H","25 A 29","ALEMANIA",2019,4,"ATACAMA","2","","","",2
"H","25 A 29","ALEMANIA",2019,5,"COQUIMBO","6","","","",6
"H","25 A 29","ALEMANIA",2019,6,"VALPARAÍSO","26","1","","1",27
"H","25 A 29","ALEMANIA",2019,7,"METROPOLITANA DE SANTIAGO","150","20","1","21",171
"H","25 A 29","ALEMANIA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","1","","1",2
"H","25 A 29","ALEMANIA",2019,9,"MAULE","1","3","","3",4
"H","25 A 29","ALEMANIA",2019,10,"ÑUBLE","1","","","",1
"H","25 A 29","ALEMANIA",2019,11,"BIOBÍO","11","1","1","2",13
"H","25 A 29","ALEMANIA",2019,12,"LA ARAUCANÍA","1","","1","1",2
"H","25 A 29","ALEMANIA",2019,13,"LOS RÍOS","5","1","","1",6
"H","25 A 29","ALEMANIA",2019,14,"LOS LAGOS","3","3","","3",6
"H","25 A 29","ALEMANIA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2
"H","25 A 29","ALEMANIA",2019,17,"REGIÓN IGNORADA","","5","","5",5
"H","25 A 29","ALEMANIA",2020,2,"TARAPACÁ","1","","","",1
"H","25 A 29","ALEMANIA",2020,3,"ANTOFAGASTA","6","1","","1",7
"H","25 A 29","ALEMANIA",2020,4,"ATACAMA","2","","","",2
"H","25 A 29","ALEMANIA",2020,5,"COQUIMBO","8","","","",8
"H","25 A 29","ALEMANIA",2020,6,"VALPARAÍSO","22","2","","2",24
"H","25 A 29","ALEMANIA",2020,7,"METROPOLITANA DE SANTIAGO","156","20","1","21",177
"H","25 A 29","ALEMANIA",2020,9,"MAULE","2","2","","2",4
"H","25 A 29","ALEMANIA",2020,11,"BIOBÍO","15","","","",15
"H","25 A 29","ALEMANIA",2020,12,"LA ARAUCANÍA","4","","1","1",5
"H","25 A 29","ALEMANIA",2020,13,"LOS RÍOS","5","1","","1",6
"H","25 A 29","ALEMANIA",2020,14,"LOS LAGOS","1","1","1","2",3
"H","25 A 29","ALEMANIA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1
"H","25 A 29","ALEMANIA",2020,17,"REGIÓN IGNORADA","","3","","3",3
"H","25 A 29","ALEMANIA",2021,1,"ARICA Y PARINACOTA","","","1","1",1
"H","25 A 29","ALEMANIA",2021,2,"TARAPACÁ","2","","","",2
"H","25 A 29","ALEMANIA",2021,3,"ANTOFAGASTA","4","","","",4
"H","25 A 29","ALEMANIA",2021,4,"ATACAMA","1","1","","1",2
"H","25 A 29","ALEMANIA",2021,5,"COQUIMBO","9","","","",9
"H","25 A 29","ALEMANIA",2021,6,"VALPARAÍSO","21","2","","2",23
"H","25 A 29","ALEMANIA",2021,7,"METROPOLITANA DE SANTIAGO","134","19","2","21",155
"H","25 A 29","ALEMANIA",2021,9,"MAULE","1","1","","1",2
"H","25 A 29","ALEMANIA",2021,11,"BIOBÍO","10","","3","3",13
"H","25 A 29","ALEMANIA",2021,12,"LA ARAUCANÍA","4","1","1","2",6
"H","25 A 29","ALEMANIA",2021,13,"LOS RÍOS","4","1","","1",5
"H","25 A 29","ALEMANIA",2021,14,"LOS LAGOS","1","1","","1",2
"H","25 A 29","ALEMANIA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1
"H","25 A 29","ALEMANIA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1
"H","25 A 29","ALEMANIA",2021,17,"REGIÓN IGNORADA","","3","","3",3
"H","25 A 29","ALEMANIA",2022,1,"ARICA Y PARINACOTA","","","1","1",1
"H","25 A 29","ALEMANIA",2022,2,"TARAPACÁ","1","","","",1
"H","25 A 29","ALEMANIA",2022,3,"ANTOFAGASTA","2","","","",2
"H","25 A 29","ALEMANIA",2022,4,"ATACAMA","1","","","",1
"H","25 A 29","ALEMANIA",2022,5,"COQUIMBO","8","","1","1",9
"H","25 A 29","ALEMANIA",2022,6,"VALPARAÍSO","23","3","","3",26
"H","25 A 29","ALEMANIA",2022,7,"METROPOLITANA DE SANTIAGO","124","19","3","22",146
"H","25 A 29","ALEMANIA",2022,9,"MAULE","1","2","","2",3
"H","25 A 29","ALEMANIA",2022,11,"BIOBÍO","11","","","",11
"H","25 A 29","ALEMANIA",2022,12,"LA ARAUCANÍA","4","","2","2",6
"H","25 A 29","ALEMANIA",2022,13,"LOS RÍOS","3","2","1","3",6
"H","25 A 29","ALEMANIA",2022,14,"LOS LAGOS","","1","","1",1
"H","25 A 29","ALEMANIA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1
"H","25 A 29","ALEMANIA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2
"H","25 A 29","ALEMANIA",2022,17,"REGIÓN IGNORADA","","9","2","11",11
"H","25 A 29","ARGENTINA",2018,1,"ARICA Y PARINACOTA","28","2","","2",30
"H","25 A 29","ARGENTINA",2018,2,"TARAPACÁ","82","7","","7",89
"H","25 A 29","ARGENTINA",2018,3,"ANTOFAGASTA","167","17","","17",184
"H","25 A 29","ARGENTINA",2018,4,"ATACAMA","29","7","","7",36
"H","25 A 29","ARGENTINA",2018,5,"COQUIMBO","127","13","1","14",141
"H","25 A 29","ARGENTINA",2018,6,"VALPARAÍSO","639","61","3","64",703
"H","25 A 29","ARGENTINA",2018,7,"METROPOLITANA DE SANTIAGO","2042","93","10","103",2145
"H","25 A 29","ARGENTINA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","127","12","","12",139
"H","25 A 29","ARGENTINA",2018,9,"MAULE","88","9","","9",97
"H","25 A 29","ARGENTINA",2018,10,"ÑUBLE","34","2","","2",36
"H","25 A 29","ARGENTINA",2018,11,"BIOBÍO","238","9","1","10",248
"H","25 A 29","ARGENTINA",2018,12,"LA ARAUCANÍA","553","11","1","12",565
"H","25 A 29","ARGENTINA",2018,13,"LOS RÍOS","134","","1","1",135
"H","25 A 29","ARGENTINA",2018,14,"LOS LAGOS","356","8","1","9",365
"H","25 A 29","ARGENTINA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","62","3","2","5",67
"H","25 A 29","ARGENTINA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","95","20","","20",115
"H","25 A 29","ARGENTINA",2018,17,"REGIÓN IGNORADA","","70","12","82",82
"H","25 A 29","ARGENTINA",2019,1,"ARICA Y PARINACOTA","20","3","","3",23
"H","25 A 29","ARGENTINA",2019,2,"TARAPACÁ","79","20","1","21",100
"H","25 A 29","ARGENTINA",2019,3,"ANTOFAGASTA","149","21","2","23",172
"H","25 A 29","ARGENTINA",2019,4,"ATACAMA","31","9","","9",40
"H","25 A 29","ARGENTINA",2019,5,"COQUIMBO","109","14","3","17",126
"H","25 A 29","ARGENTINA",2019,6,"VALPARAÍSO","538","77","10","87",625
"H","25 A 29","ARGENTINA",2019,7,"METROPOLITANA DE SANTIAGO","1750","175","11","186",1936
"H","25 A 29","ARGENTINA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","114","26","","26",140
"H","25 A 29","ARGENTINA",2019,9,"MAULE","76","11","1","12",88
"H","25 A 29","ARGENTINA",2019,10,"ÑUBLE","27","4","","4",31
"H","25 A 29","ARGENTINA",2019,11,"BIOBÍO","195","11","2","13",208
"H","25 A 29","ARGENTINA",2019,12,"LA ARAUCANÍA","477","25","4","29",506
"H","25 A 29","ARGENTINA",2019,13,"LOS RÍOS","110","14","","14",124
"H","25 A 29","ARGENTINA",2019,14,"LOS LAGOS","324","17","5","22",346
"H","25 A 29","ARGENTINA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","47","6","5","11",58
"H","25 A 29","ARGENTINA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","85","32","","32",117
"H","25 A 29","ARGENTINA",2019,17,"REGIÓN IGNORADA","","52","38","90",90
"H","25 A 29","ARGENTINA",2020,1,"ARICA Y PARINACOTA","23","6","","6",29
"H","25 A 29","ARGENTINA",2020,2,"TARAPACÁ","65","17","","17",82
"H","25 A 29","ARGENTINA",2020,3,"ANTOFAGASTA","135","26","2","28",163
"H","25 A 29","ARGENTINA",2020,4,"ATACAMA","25","8","","8",33
"H","25 A 29","ARGENTINA",2020,5,"COQUIMBO","90","22","5","27",117
"H","25 A 29","ARGENTINA",2020,6,"VALPARAÍSO","497","77","7","84",581
"H","25 A 29","ARGENTINA",2020,7,"METROPOLITANA DE SANTIAGO","1584","201","22","223",1807
"H","25 A 29","ARGENTINA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","104","24","3","27",131
"H","25 A 29","ARGENTINA",2020,9,"MAULE","74","15","2","17",91
"H","25 A 29","ARGENTINA",2020,10,"ÑUBLE","28","11","1","12",40
"H","25 A 29","ARGENTINA",2020,11,"BIOBÍO","171","12","1","13",184
"H","25 A 29","ARGENTINA",2020,12,"LA ARAUCANÍA","421","31","3","34",455
"H","25 A 29","ARGENTINA",2020,13,"LOS RÍOS","104","13","2","15",119
"H","25 A 29","ARGENTINA",2020,14,"LOS LAGOS","298","18","4","22",320
"H","25 A 29","ARGENTINA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","46","10","8","18",64
"H","25 A 29","ARGENTINA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","64","39","1","40",104
"H","25 A 29","ARGENTINA",2020,17,"REGIÓN IGNORADA","","47","58","105",105
"H","25 A 29","ARGENTINA",2021,1,"ARICA Y PARINACOTA","18","5","","5",23
"H","25 A 29","ARGENTINA",2021,2,"TARAPACÁ","63","22","1","23",86
"H","25 A 29","ARGENTINA",2021,3,"ANTOFAGASTA","115","31","4","35",150
"H","25 A 29","ARGENTINA",2021,4,"ATACAMA","25","9","1","10",35
"H","25 A 29","ARGENTINA",2021,5,"COQUIMBO","71","25","4","29",100
"H","25 A 29","ARGENTINA",2021,6,"VALPARAÍSO","460","74","12","86",546
"H","25 A 29","ARGENTINA",2021,7,"METROPOLITANA DE SANTIAGO","1487","227","30","257",1744
"H","25 A 29","ARGENTINA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","101","32","5","37",138
"H","25 A 29","ARGENTINA",2021,9,"MAULE","76","19","5","24",100
"H","25 A 29","ARGENTINA",2021,10,"ÑUBLE","24","9","","9",33
"H","25 A 29","ARGENTINA",2021,11,"BIOBÍO","167","13","","13",180
"H","25 A 29","ARGENTINA",2021,12,"LA ARAUCANÍA","393","31","5","36",429
"H","25 A 29","ARGENTINA",2021,13,"LOS RÍOS","97","16","2","18",115
"H","25 A 29","ARGENTINA",2021,14,"LOS LAGOS","285","21","8","29",314
"H","25 A 29","ARGENTINA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","45","14","8","22",67
"H","25 A 29","ARGENTINA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","73","40","2","42",115
"H","25 A 29","ARGENTINA",2021,17,"REGIÓN IGNORADA","","95","69","164",164
"H","25 A 29","ARGENTINA",2022,1,"ARICA Y PARINACOTA","13","5","","5",18
"H","25 A 29","ARGENTINA",2022,2,"TARAPACÁ","59","22","","22",81
"H","25 A 29","ARGENTINA",2022,3,"ANTOFAGASTA","100","32","3","35",135
"H","25 A 29","ARGENTINA",2022,4,"ATACAMA","22","9","1","10",32
"H","25 A 29","ARGENTINA",2022,5,"COQUIMBO","63","31","6","37",100
"H","25 A 29","ARGENTINA",2022,6,"VALPARAÍSO","413","89","11","100",513
"H","25 A 29","ARGENTINA",2022,7,"METROPOLITANA DE SANTIAGO","1394","266","29","295",1689
"H","25 A 29","ARGENTINA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","101","30","5","35",136
"H","25 A 29","ARGENTINA",2022,9,"MAULE","73","18","7","25",98
"H","25 A 29","ARGENTINA",2022,10,"ÑUBLE","21","8","","8",29
"H","25 A 29","ARGENTINA",2022,11,"BIOBÍO","158","20","3","23",181
"H","25 A 29","ARGENTINA",2022,12,"LA ARAUCANÍA","360","30","6","36",396
"H","25 A 29","ARGENTINA",2022,13,"LOS RÍOS","92","14","1","15",107
"H","25 A 29","ARGENTINA",2022,14,"LOS LAGOS","255","20","6","26",281
"H","25 A 29","ARGENTINA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","40","14","5","19",59
"H","25 A 29","ARGENTINA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","68","30","3","33",101
"H","25 A 29","ARGENTINA",2022,17,"REGIÓN IGNORADA","","22","75","97",97
"H","25 A 29","BOLIVIA",2018,1,"ARICA Y PARINACOTA","428","168","","168",596
"H","25 A 29","BOLIVIA",2018,2,"TARAPACÁ","1525","549","1","550",2075
"H","25 A 29","BOLIVIA",2018,3,"ANTOFAGASTA","2031","604","8","612",2643
"H","25 A 29","BOLIVIA",2018,4,"ATACAMA","273","295","3","298",571
"H","25 A 29","BOLIVIA",2018,5,"COQUIMBO","148","85","3","88",236
"H","25 A 29","BOLIVIA",2018,6,"VALPARAÍSO","183","122","","122",305
"H","25 A 29","BOLIVIA",2018,7,"METROPOLITANA DE SANTIAGO","1194","492","7","499",1693
"H","25 A 29","BOLIVIA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","97","123","","123",220
"H","25 A 29","BOLIVIA",2018,9,"MAULE","25","19","","19",44
"H","25 A 29","BOLIVIA",2018,10,"ÑUBLE","9","2","","2",11
"H","25 A 29","BOLIVIA",2018,11,"BIOBÍO","22","4","","4",26
"H","25 A 29","BOLIVIA",2018,12,"LA ARAUCANÍA","7","1","","1",8
"H","25 A 29","BOLIVIA",2018,13,"LOS RÍOS","17","1","","1",18
"H","25 A 29","BOLIVIA",2018,14,"LOS LAGOS","8","2","","2",10
"H","25 A 29","BOLIVIA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","2","","2",8
"H","25 A 29","BOLIVIA",2018,17,"REGIÓN IGNORADA","","224","97","321",321
"H","25 A 29","BOLIVIA",2019,1,"ARICA Y PARINACOTA","414","206","","206",620
"H","25 A 29","BOLIVIA",2019,2,"TARAPACÁ","1506","836","4","840",2346
"H","25 A 29","BOLIVIA",2019,3,"ANTOFAGASTA","1973","876","10","886",2859
"H","25 A 29","BOLIVIA",2019,4,"ATACAMA","282","353","7","360",642
"H","25 A 29","BOLIVIA",2019,5,"COQUIMBO","164","112","4","116",280
"H","25 A 29","BOLIVIA",2019,6,"VALPARAÍSO","192","185","","185",377
"H","25 A 29","BOLIVIA",2019,7,"METROPOLITANA DE SANTIAGO","1224","750","13","763",1987
"H","25 A 29","BOLIVIA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","104","174","9","183",287
"H","25 A 29","BOLIVIA",2019,9,"MAULE","31","30","2","32",63
"H","25 A 29","BOLIVIA",2019,10,"ÑUBLE","11","4","","4",15
"H","25 A 29","BOLIVIA",2019,11,"BIOBÍO","26","3","","3",29
"H","25 A 29","BOLIVIA",2019,12,"LA ARAUCANÍA","6","3","","3",9
"H","25 A 29","BOLIVIA",2019,13,"LOS RÍOS","16","1","","1",17
"H","25 A 29","BOLIVIA",2019,14,"LOS LAGOS","8","5","","5",13
"H","25 A 29","BOLIVIA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","3","","3",9
"H","25 A 29","BOLIVIA",2019,17,"REGIÓN IGNORADA","","281","221","502",502
"H","25 A 29","BOLIVIA",2020,1,"ARICA Y PARINACOTA","369","327","1","328",697
"H","25 A 29","BOLIVIA",2020,2,"TARAPACÁ","1434","964","10","974",2408
"H","25 A 29","BOLIVIA",2020,3,"ANTOFAGASTA","1896","1085","13","1098",2994
"H","25 A 29","BOLIVIA",2020,4,"ATACAMA","276","386","8","394",670
"H","25 A 29","BOLIVIA",2020,5,"COQUIMBO","178","152","4","156",334
"H","25 A 29","BOLIVIA",2020,6,"VALPARAÍSO","200","191","1","192",392
"H","25 A 29","BOLIVIA",2020,7,"METROPOLITANA DE SANTIAGO","1200","958","41","999",2199
"H","25 A 29","BOLIVIA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","108","212","4","216",324
"H","25 A 29","BOLIVIA",2020,9,"MAULE","34","37","1","38",72
"H","25 A 29","BOLIVIA",2020,10,"ÑUBLE","10","3","","3",13
"H","25 A 29","BOLIVIA",2020,11,"BIOBÍO","25","6","","6",31
"H","25 A 29","BOLIVIA",2020,12,"LA ARAUCANÍA","4","11","","11",15
"H","25 A 29","BOLIVIA",2020,13,"LOS RÍOS","18","2","","2",20
"H","25 A 29","BOLIVIA",2020,14,"LOS LAGOS","9","8","","8",17
"H","25 A 29","BOLIVIA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","4","","4",6
"H","25 A 29","BOLIVIA",2020,17,"REGIÓN IGNORADA","","173","320","493",493
"H","25 A 29","BOLIVIA",2021,1,"ARICA Y PARINACOTA","338","444","2","446",784
"H","25 A 29","BOLIVIA",2021,2,"TARAPACÁ","1345","1189","10","1199",2544
"H","25 A 29","BOLIVIA",2021,3,"ANTOFAGASTA","1772","1366","17","1383",3155
"H","25 A 29","BOLIVIA",2021,4,"ATACAMA","279","423","14","437",716
"H","25 A 29","BOLIVIA",2021,5,"COQUIMBO","189","173","15","188",377
"H","25 A 29","BOLIVIA",2021,6,"VALPARAÍSO","197","222","5","227",424
"H","25 A 29","BOLIVIA",2021,7,"METROPOLITANA DE SANTIAGO","1190","1247","40","1287",2477
"H","25 A 29","BOLIVIA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","112","293","10","303",415
"H","25 A 29","BOLIVIA",2021,9,"MAULE","35","54","2","56",91
"H","25 A 29","BOLIVIA",2021,10,"ÑUBLE","11","1","1","2",13
"H","25 A 29","BOLIVIA",2021,11,"BIOBÍO","26","5","","5",31
"H","25 A 29","BOLIVIA",2021,12,"LA ARAUCANÍA","4","10","","10",14
"H","25 A 29","BOLIVIA",2021,13,"LOS RÍOS","18","1","","1",19
"H","25 A 29","BOLIVIA",2021,14,"LOS LAGOS","11","17","6","23",34
"H","25 A 29","BOLIVIA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","8","","8",8
"H","25 A 29","BOLIVIA",2021,17,"REGIÓN IGNORADA","","158","812","970",970
"H","25 A 29","BOLIVIA",2022,1,"ARICA Y PARINACOTA","316","440","2","442",758
"H","25 A 29","BOLIVIA",2022,2,"TARAPACÁ","1225","1333","9","1342",2567
"H","25 A 29","BOLIVIA",2022,3,"ANTOFAGASTA","1586","1544","22","1566",3152
"H","25 A 29","BOLIVIA",2022,4,"ATACAMA","262","533","18","551",813
"H","25 A 29","BOLIVIA",2022,5,"COQUIMBO","186","213","26","239",425
"H","25 A 29","BOLIVIA",2022,6,"VALPARAÍSO","198","282","8","290",488
"H","25 A 29","BOLIVIA",2022,7,"METROPOLITANA DE SANTIAGO","1139","1419","54","1473",2612
"H","25 A 29","BOLIVIA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","114","451","12","463",577
"H","25 A 29","BOLIVIA",2022,9,"MAULE","33","70","3","73",106
"H","25 A 29","BOLIVIA",2022,10,"ÑUBLE","14","7","","7",21
"H","25 A 29","BOLIVIA",2022,11,"BIOBÍO","28","4","","4",32
"H","25 A 29","BOLIVIA",2022,12,"LA ARAUCANÍA","4","11","","11",15
"H","25 A 29","BOLIVIA",2022,13,"LOS RÍOS","16","1","1","2",18
"H","25 A 29","BOLIVIA",2022,14,"LOS LAGOS","11","24","5","29",40
"H","25 A 29","BOLIVIA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1
"H","25 A 29","BOLIVIA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","9","","9",10
"H","25 A 29","BOLIVIA",2022,17,"REGIÓN IGNORADA","","100","1849","1949",1949
"H","25 A 29","BRASIL",2018,1,"ARICA Y PARINACOTA","8","","","",8
"H","25 A 29","BRASIL",2018,2,"TARAPACÁ","12","1","","1",13
"H","25 A 29","BRASIL",2018,3,"ANTOFAGASTA","31","18","","18",49
"H","25 A 29","BRASIL",2018,4,"ATACAMA","5","4","1","5",10
"H","25 A 29","BRASIL",2018,5,"COQUIMBO","22","3","","3",25
"H","25 A 29","BRASIL",2018,6,"VALPARAÍSO","83","19","","19",102
"H","25 A 29","BRASIL",2018,7,"METROPOLITANA DE SANTIAGO","615","101","1","102",717
"H","25 A 29","BRASIL",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","15","9","","9",24
"H","25 A 29","BRASIL",2018,9,"MAULE","25","3","","3",28
"H","25 A 29","BRASIL",2018,10,"ÑUBLE","12","2","1","3",15
"H","25 A 29","BRASIL",2018,11,"BIOBÍO","36","9","","9",45
"H","25 A 29","BRASIL",2018,12,"LA ARAUCANÍA","24","3","","3",27
"H","25 A 29","BRASIL",2018,13,"LOS RÍOS","9","","","",9
"H","25 A 29","BRASIL",2018,14,"LOS LAGOS","16","5","","5",21
"H","25 A 29","BRASIL",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","1","","1",2
"H","25 A 29","BRASIL",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","12","7","","7",19
"H","25 A 29","BRASIL",2018,17,"REGIÓN IGNORADA","","43","1","44",44
"H","25 A 29","BRASIL",2019,1,"ARICA Y PARINACOTA","6","3","","3",9
"H","25 A 29","BRASIL",2019,2,"TARAPACÁ","15","2","","2",17
"H","25 A 29","BRASIL",2019,3,"ANTOFAGASTA","30","15","","15",45
"H","25 A 29","BRASIL",2019,4,"ATACAMA","3","9","1","10",13
"H","25 A 29","BRASIL",2019,5,"COQUIMBO","19","5","","5",24
"H","25 A 29","BRASIL",2019,6,"VALPARAÍSO","72","21","4","25",97
"H","25 A 29","BRASIL",2019,7,"METROPOLITANA DE SANTIAGO","525","120","2","122",647
"H","25 A 29","BRASIL",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","16","15","","15",31
"H","25 A 29","BRASIL",2019,9,"MAULE","30","11","","11",41
"H","25 A 29","BRASIL",2019,10,"ÑUBLE","12","5","1","6",18
"H","25 A 29","BRASIL",2019,11,"BIOBÍO","31","21","1","22",53
"H","25 A 29","BRASIL",2019,12,"LA ARAUCANÍA","14","6","","6",20
"H","25 A 29","BRASIL",2019,13,"LOS RÍOS","6","","","",6
"H","25 A 29","BRASIL",2019,14,"LOS LAGOS","14","4","2","6",20
"H","25 A 29","BRASIL",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","","","",2
"H","25 A 29","BRASIL",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","10","13","","13",23
"H","25 A 29","BRASIL",2019,17,"REGIÓN IGNORADA","","29","12","41",41
"H","25 A 29","BRASIL",2020,1,"ARICA Y PARINACOTA","8","5","","5",13
"H","25 A 29","BRASIL",2020,2,"TARAPACÁ","18","5","","5",23
"H","25 A 29","BRASIL",2020,3,"ANTOFAGASTA","27","14","1","15",42
"H","25 A 29","BRASIL",2020,4,"ATACAMA","4","9","1","10",14
"H","25 A 29","BRASIL",2020,5,"COQUIMBO","19","3","","3",22
"H","25 A 29","BRASIL",2020,6,"VALPARAÍSO","70","19","3","22",92
