"";"comuna";"pais";"año";"n";"residencia";"estado"
"1";"Algarrobo";"Argentina";2023;2;"Temporal";"Otorgadas"
"2";"Algarrobo";"Colombia";2023;3;"Temporal";"Otorgadas"
"3";"Algarrobo";"Ecuador";2023;2;"Temporal";"Otorgadas"
"4";"Algarrobo";"Egipto";2023;1;"Temporal";"Otorgadas"
"5";"Algarrobo";"Perú";2023;1;"Temporal";"Otorgadas"
"6";"Algarrobo";"Reino Unido";2023;1;"Temporal";"Otorgadas"
"7";"Algarrobo";"Tailandia";2023;1;"Temporal";"Otorgadas"
"8";"Algarrobo";"Venezuela";2023;16;"Temporal";"Otorgadas"
"9";"Alhué";"Bolivia";2023;9;"Temporal";"Otorgadas"
"10";"Alhué";"Colombia";2023;1;"Temporal";"Otorgadas"
"11";"Alhué";"Ecuador";2023;1;"Temporal";"Otorgadas"
"12";"Alhué";"Haití";2023;2;"Temporal";"Otorgadas"
"13";"Alhué";"Inglaterra";2023;1;"Temporal";"Otorgadas"
"14";"Alhué";"Perú";2023;3;"Temporal";"Otorgadas"
"15";"Alhué";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"16";"Alhué";"Venezuela";2023;7;"Temporal";"Otorgadas"
"17";"Alto Hospicio";"Argentina";2023;16;"Temporal";"Otorgadas"
"18";"Alto Hospicio";"Bolivia";2023;1005;"Temporal";"Otorgadas"
"19";"Alto Hospicio";"Brasil";2023;2;"Temporal";"Otorgadas"
"20";"Alto Hospicio";"Colombia";2023;144;"Temporal";"Otorgadas"
"21";"Alto Hospicio";"Corea del Sur";2023;1;"Temporal";"Otorgadas"
"22";"Alto Hospicio";"Cuba";2023;7;"Temporal";"Otorgadas"
"23";"Alto Hospicio";"Ecuador";2023;62;"Temporal";"Otorgadas"
"24";"Alto Hospicio";"El Salvador";2023;1;"Temporal";"Otorgadas"
"25";"Alto Hospicio";"España";2023;1;"Temporal";"Otorgadas"
"26";"Alto Hospicio";"Haití";2023;4;"Temporal";"Otorgadas"
"27";"Alto Hospicio";"Nicaragua";2023;2;"Temporal";"Otorgadas"
"28";"Alto Hospicio";"Pakistán";2023;3;"Temporal";"Otorgadas"
"29";"Alto Hospicio";"Paraguay";2023;5;"Temporal";"Otorgadas"
"30";"Alto Hospicio";"Perú";2023;169;"Temporal";"Otorgadas"
"31";"Alto Hospicio";"República Dominicana";2023;3;"Temporal";"Otorgadas"
"32";"Alto Hospicio";"Rusia";2023;1;"Temporal";"Otorgadas"
"33";"Alto Hospicio";"Venezuela";2023;65;"Temporal";"Otorgadas"
"34";"Ancud";"Argentina";2023;3;"Temporal";"Otorgadas"
"35";"Ancud";"Colombia";2023;5;"Temporal";"Otorgadas"
"36";"Ancud";"Cuba";2023;2;"Temporal";"Otorgadas"
"37";"Ancud";"Ecuador";2023;4;"Temporal";"Otorgadas"
"38";"Ancud";"Paraguay";2023;1;"Temporal";"Otorgadas"
"39";"Ancud";"República Dominicana";2023;6;"Temporal";"Otorgadas"
"40";"Ancud";"Venezuela";2023;14;"Temporal";"Otorgadas"
"41";"Andacollo";"Bolivia";2023;1;"Temporal";"Otorgadas"
"42";"Andacollo";"Colombia";2023;1;"Temporal";"Otorgadas"
"43";"Angol";"Argentina";2023;2;"Temporal";"Otorgadas"
"44";"Angol";"Bolivia";2023;2;"Temporal";"Otorgadas"
"45";"Angol";"China";2023;2;"Temporal";"Otorgadas"
"46";"Angol";"Colombia";2023;13;"Temporal";"Otorgadas"
"47";"Angol";"Ecuador";2023;2;"Temporal";"Otorgadas"
"48";"Angol";"El Salvador";2023;1;"Temporal";"Otorgadas"
"49";"Angol";"Perú";2023;3;"Temporal";"Otorgadas"
"50";"Angol";"Venezuela";2023;6;"Temporal";"Otorgadas"
"51";"Antofagasta";"Argentina";2023;36;"Temporal";"Otorgadas"
"52";"Antofagasta";"Bolivia";2023;995;"Temporal";"Otorgadas"
"53";"Antofagasta";"Brasil";2023;10;"Temporal";"Otorgadas"
"54";"Antofagasta";"Camerún";2023;1;"Temporal";"Otorgadas"
"55";"Antofagasta";"China";2023;2;"Temporal";"Otorgadas"
"56";"Antofagasta";"Colombia";2023;1934;"Temporal";"Otorgadas"
"57";"Antofagasta";"Cuba";2023;10;"Temporal";"Otorgadas"
"58";"Antofagasta";"Ecuador";2023;102;"Temporal";"Otorgadas"
"59";"Antofagasta";"España";2023;8;"Temporal";"Otorgadas"
"60";"Antofagasta";"Estados Unidos";2023;5;"Temporal";"Otorgadas"
"61";"Antofagasta";"Francia";2023;1;"Temporal";"Otorgadas"
"62";"Antofagasta";"Haití";2023;1;"Temporal";"Otorgadas"
"63";"Antofagasta";"Honduras";2023;1;"Temporal";"Otorgadas"
"64";"Antofagasta";"India";2023;1;"Temporal";"Otorgadas"
"65";"Antofagasta";"Marruecos";2023;1;"Temporal";"Otorgadas"
"66";"Antofagasta";"México";2023;2;"Temporal";"Otorgadas"
"67";"Antofagasta";"Nicaragua";2023;2;"Temporal";"Otorgadas"
"68";"Antofagasta";"Otro país";2023;2;"Temporal";"Otorgadas"
"69";"Antofagasta";"Panamá";2023;3;"Temporal";"Otorgadas"
"70";"Antofagasta";"Paraguay";2023;25;"Temporal";"Otorgadas"
"71";"Antofagasta";"Perú";2023;378;"Temporal";"Otorgadas"
"72";"Antofagasta";"República Dominicana";2023;5;"Temporal";"Otorgadas"
"73";"Antofagasta";"Sudáfrica";2023;2;"Temporal";"Otorgadas"
"74";"Antofagasta";"Tailandia";2023;1;"Temporal";"Otorgadas"
"75";"Antofagasta";"Uruguay";2023;2;"Temporal";"Otorgadas"
"76";"Antofagasta";"Venezuela";2023;346;"Temporal";"Otorgadas"
"77";"Antuco";"Venezuela";2023;2;"Temporal";"Otorgadas"
"78";"Antártica";"Colombia";2023;1;"Temporal";"Otorgadas"
"79";"Antártica";"Venezuela";2023;1;"Temporal";"Otorgadas"
"80";"Arauco";"Brasil";2023;2;"Temporal";"Otorgadas"
"81";"Arauco";"Colombia";2023;5;"Temporal";"Otorgadas"
"82";"Arauco";"Ecuador";2023;2;"Temporal";"Otorgadas"
"83";"Arauco";"Francia";2023;4;"Temporal";"Otorgadas"
"84";"Arauco";"México";2023;7;"Temporal";"Otorgadas"
"85";"Arauco";"Otro país";2023;1;"Temporal";"Otorgadas"
"86";"Arauco";"Perú";2023;4;"Temporal";"Otorgadas"
"87";"Arauco";"Venezuela";2023;3;"Temporal";"Otorgadas"
"88";"Arica";"Argentina";2023;6;"Temporal";"Otorgadas"
"89";"Arica";"Bolivia";2023;495;"Temporal";"Otorgadas"
"90";"Arica";"Brasil";2023;10;"Temporal";"Otorgadas"
"91";"Arica";"Canadá";2023;1;"Temporal";"Otorgadas"
"92";"Arica";"China";2023;5;"Temporal";"Otorgadas"
"93";"Arica";"Colombia";2023;122;"Temporal";"Otorgadas"
"94";"Arica";"Cuba";2023;8;"Temporal";"Otorgadas"
"95";"Arica";"Ecuador";2023;45;"Temporal";"Otorgadas"
"96";"Arica";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"97";"Arica";"Líbano";2023;1;"Temporal";"Otorgadas"
"98";"Arica";"México";2023;3;"Temporal";"Otorgadas"
"99";"Arica";"Nigeria";2023;1;"Temporal";"Otorgadas"
"100";"Arica";"Pakistán";2023;1;"Temporal";"Otorgadas"
"101";"Arica";"Paraguay";2023;1;"Temporal";"Otorgadas"
"102";"Arica";"Perú";2023;564;"Temporal";"Otorgadas"
"103";"Arica";"República Dominicana";2023;20;"Temporal";"Otorgadas"
"104";"Arica";"Venezuela";2023;186;"Temporal";"Otorgadas"
"105";"Aysén";"Argentina";2023;1;"Temporal";"Otorgadas"
"106";"Aysén";"Bolivia";2023;2;"Temporal";"Otorgadas"
"107";"Aysén";"Colombia";2023;32;"Temporal";"Otorgadas"
"108";"Aysén";"Indonesia";2023;4;"Temporal";"Otorgadas"
"109";"Aysén";"México";2023;2;"Temporal";"Otorgadas"
"110";"Aysén";"Perú";2023;2;"Temporal";"Otorgadas"
"111";"Aysén";"República Dominicana";2023;2;"Temporal";"Otorgadas"
"112";"Aysén";"Venezuela";2023;5;"Temporal";"Otorgadas"
"113";"Buin";"Alemania";2023;2;"Temporal";"Otorgadas"
"114";"Buin";"Argentina";2023;3;"Temporal";"Otorgadas"
"115";"Buin";"Bolivia";2023;30;"Temporal";"Otorgadas"
"116";"Buin";"Brasil";2023;2;"Temporal";"Otorgadas"
"117";"Buin";"Colombia";2023;39;"Temporal";"Otorgadas"
"118";"Buin";"Costa Rica";2023;1;"Temporal";"Otorgadas"
"119";"Buin";"Cuba";2023;1;"Temporal";"Otorgadas"
"120";"Buin";"Ecuador";2023;19;"Temporal";"Otorgadas"
"121";"Buin";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"122";"Buin";"Haití";2023;8;"Temporal";"Otorgadas"
"123";"Buin";"Italia";2023;1;"Temporal";"Otorgadas"
"124";"Buin";"México";2023;1;"Temporal";"Otorgadas"
"125";"Buin";"Perú";2023;12;"Temporal";"Otorgadas"
"126";"Buin";"República Dominicana";2023;2;"Temporal";"Otorgadas"
"127";"Buin";"Rusia";2023;1;"Temporal";"Otorgadas"
"128";"Buin";"Uruguay";2023;2;"Temporal";"Otorgadas"
"129";"Buin";"Venezuela";2023;66;"Temporal";"Otorgadas"
"130";"Bulnes";"Brasil";2023;1;"Temporal";"Otorgadas"
"131";"Bulnes";"Haití";2023;2;"Temporal";"Otorgadas"
"132";"Cabildo";"Bolivia";2023;14;"Temporal";"Otorgadas"
"133";"Cabildo";"Colombia";2023;9;"Temporal";"Otorgadas"
"134";"Cabildo";"Ecuador";2023;1;"Temporal";"Otorgadas"
"135";"Cabildo";"Haití";2023;2;"Temporal";"Otorgadas"
"136";"Cabildo";"Venezuela";2023;2;"Temporal";"Otorgadas"
"137";"Cabo de Hornos";"Venezuela";2023;2;"Temporal";"Otorgadas"
"138";"Cabrero";"Brasil";2023;1;"Temporal";"Otorgadas"
"139";"Cabrero";"Colombia";2023;8;"Temporal";"Otorgadas"
"140";"Cabrero";"Haití";2023;1;"Temporal";"Otorgadas"
"141";"Cabrero";"México";2023;1;"Temporal";"Otorgadas"
"142";"Cabrero";"Venezuela";2023;7;"Temporal";"Otorgadas"
"143";"Calama";"Argentina";2023;27;"Temporal";"Otorgadas"
"144";"Calama";"Bolivia";2023;1084;"Temporal";"Otorgadas"
"145";"Calama";"Brasil";2023;3;"Temporal";"Otorgadas"
"146";"Calama";"China";2023;2;"Temporal";"Otorgadas"
"147";"Calama";"Colombia";2023;300;"Temporal";"Otorgadas"
"148";"Calama";"Cuba";2023;3;"Temporal";"Otorgadas"
"149";"Calama";"Ecuador";2023;25;"Temporal";"Otorgadas"
"150";"Calama";"España";2023;6;"Temporal";"Otorgadas"
"151";"Calama";"Guatemala";2023;2;"Temporal";"Otorgadas"
"152";"Calama";"México";2023;2;"Temporal";"Otorgadas"
"153";"Calama";"Otro país";2023;2;"Temporal";"Otorgadas"
"154";"Calama";"Pakistán";2023;1;"Temporal";"Otorgadas"
"155";"Calama";"Panamá";2023;1;"Temporal";"Otorgadas"
"156";"Calama";"Paraguay";2023;10;"Temporal";"Otorgadas"
"157";"Calama";"Perú";2023;115;"Temporal";"Otorgadas"
"158";"Calama";"Portugal";2023;2;"Temporal";"Otorgadas"
"159";"Calama";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"160";"Calama";"Rusia";2023;1;"Temporal";"Otorgadas"
"161";"Calama";"Uruguay";2023;2;"Temporal";"Otorgadas"
"162";"Calama";"Venezuela";2023;83;"Temporal";"Otorgadas"
"163";"Calbuco";"Colombia";2023;7;"Temporal";"Otorgadas"
"164";"Calbuco";"Corea del Sur";2023;1;"Temporal";"Otorgadas"
"165";"Calbuco";"Cuba";2023;2;"Temporal";"Otorgadas"
"166";"Calbuco";"Ecuador";2023;1;"Temporal";"Otorgadas"
"167";"Calbuco";"Haití";2023;2;"Temporal";"Otorgadas"
"168";"Calbuco";"Venezuela";2023;15;"Temporal";"Otorgadas"
"169";"Caldera";"Argentina";2023;5;"Temporal";"Otorgadas"
"170";"Caldera";"Bolivia";2023;10;"Temporal";"Otorgadas"
"171";"Caldera";"China";2023;1;"Temporal";"Otorgadas"
"172";"Caldera";"Colombia";2023;27;"Temporal";"Otorgadas"
"173";"Caldera";"Cuba";2023;1;"Temporal";"Otorgadas"
"174";"Caldera";"Ecuador";2023;6;"Temporal";"Otorgadas"
"175";"Caldera";"México";2023;1;"Temporal";"Otorgadas"
"176";"Caldera";"Paraguay";2023;2;"Temporal";"Otorgadas"
"177";"Caldera";"Perú";2023;17;"Temporal";"Otorgadas"
"178";"Caldera";"Venezuela";2023;10;"Temporal";"Otorgadas"
"179";"Calera";"Argentina";2023;3;"Temporal";"Otorgadas"
"180";"Calera";"Bolivia";2023;1;"Temporal";"Otorgadas"
"181";"Calera";"Colombia";2023;40;"Temporal";"Otorgadas"
"182";"Calera";"Ecuador";2023;5;"Temporal";"Otorgadas"
"183";"Calera";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"184";"Calera";"Haití";2023;10;"Temporal";"Otorgadas"
"185";"Calera";"Perú";2023;12;"Temporal";"Otorgadas"
"186";"Calera";"Venezuela";2023;67;"Temporal";"Otorgadas"
"187";"Calera de Tango";"Argentina";2023;2;"Temporal";"Otorgadas"
"188";"Calera de Tango";"Colombia";2023;5;"Temporal";"Otorgadas"
"189";"Calera de Tango";"Haití";2023;5;"Temporal";"Otorgadas"
"190";"Calera de Tango";"Honduras";2023;1;"Temporal";"Otorgadas"
"191";"Calera de Tango";"Nueva Zelanda";2023;1;"Temporal";"Otorgadas"
"192";"Calera de Tango";"Otro país";2023;1;"Temporal";"Otorgadas"
"193";"Calera de Tango";"Perú";2023;3;"Temporal";"Otorgadas"
"194";"Calera de Tango";"Uruguay";2023;2;"Temporal";"Otorgadas"
"195";"Calera de Tango";"Venezuela";2023;10;"Temporal";"Otorgadas"
"196";"Calle Larga";"Argentina";2023;2;"Temporal";"Otorgadas"
"197";"Calle Larga";"Colombia";2023;1;"Temporal";"Otorgadas"
"198";"Calle Larga";"Perú";2023;3;"Temporal";"Otorgadas"
"199";"Calle Larga";"Venezuela";2023;4;"Temporal";"Otorgadas"
"200";"Camarones";"Bolivia";2023;4;"Temporal";"Otorgadas"
"201";"Camarones";"Perú";2023;1;"Temporal";"Otorgadas"
"202";"Camiña";"Bolivia";2023;13;"Temporal";"Otorgadas"
"203";"Canela";"Bolivia";2023;2;"Temporal";"Otorgadas"
"204";"Canela";"Colombia";2023;5;"Temporal";"Otorgadas"
"205";"Canela";"Venezuela";2023;1;"Temporal";"Otorgadas"
"206";"Carahue";"Bolivia";2023;1;"Temporal";"Otorgadas"
"207";"Carahue";"Venezuela";2023;1;"Temporal";"Otorgadas"
"208";"Cartagena";"Colombia";2023;11;"Temporal";"Otorgadas"
"209";"Cartagena";"Ecuador";2023;4;"Temporal";"Otorgadas"
"210";"Cartagena";"Haití";2023;4;"Temporal";"Otorgadas"
"211";"Cartagena";"Paraguay";2023;1;"Temporal";"Otorgadas"
"212";"Cartagena";"Perú";2023;11;"Temporal";"Otorgadas"
"213";"Cartagena";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"214";"Cartagena";"Venezuela";2023;27;"Temporal";"Otorgadas"
"215";"Casablanca";"Argentina";2023;2;"Temporal";"Otorgadas"
"216";"Casablanca";"Bolivia";2023;2;"Temporal";"Otorgadas"
"217";"Casablanca";"Brasil";2023;1;"Temporal";"Otorgadas"
"218";"Casablanca";"Colombia";2023;13;"Temporal";"Otorgadas"
"219";"Casablanca";"Haití";2023;7;"Temporal";"Otorgadas"
"220";"Casablanca";"México";2023;1;"Temporal";"Otorgadas"
"221";"Casablanca";"Perú";2023;1;"Temporal";"Otorgadas"
"222";"Casablanca";"Uruguay";2023;1;"Temporal";"Otorgadas"
"223";"Casablanca";"Venezuela";2023;44;"Temporal";"Otorgadas"
"224";"Castro";"Argentina";2023;1;"Temporal";"Otorgadas"
"225";"Castro";"Bolivia";2023;1;"Temporal";"Otorgadas"
"226";"Castro";"Brasil";2023;1;"Temporal";"Otorgadas"
"227";"Castro";"Colombia";2023;42;"Temporal";"Otorgadas"
"228";"Castro";"Cuba";2023;2;"Temporal";"Otorgadas"
"229";"Castro";"Ecuador";2023;17;"Temporal";"Otorgadas"
"230";"Castro";"Líbano";2023;1;"Temporal";"Otorgadas"
"231";"Castro";"Otro país";2023;1;"Temporal";"Otorgadas"
"232";"Castro";"Perú";2023;8;"Temporal";"Otorgadas"
"233";"Castro";"Venezuela";2023;45;"Temporal";"Otorgadas"
"234";"Catemu";"Bolivia";2023;5;"Temporal";"Otorgadas"
"235";"Catemu";"Colombia";2023;7;"Temporal";"Otorgadas"
"236";"Catemu";"Ecuador";2023;1;"Temporal";"Otorgadas"
"237";"Catemu";"Haití";2023;4;"Temporal";"Otorgadas"
"238";"Catemu";"Venezuela";2023;2;"Temporal";"Otorgadas"
"239";"Cauquenes";"Bolivia";2023;1;"Temporal";"Otorgadas"
"240";"Cauquenes";"Colombia";2023;6;"Temporal";"Otorgadas"
"241";"Cauquenes";"Ecuador";2023;4;"Temporal";"Otorgadas"
"242";"Cauquenes";"Haití";2023;2;"Temporal";"Otorgadas"
"243";"Cauquenes";"Perú";2023;4;"Temporal";"Otorgadas"
"244";"Cauquenes";"Venezuela";2023;2;"Temporal";"Otorgadas"
"245";"Cañete";"Colombia";2023;1;"Temporal";"Otorgadas"
"246";"Cañete";"Ecuador";2023;2;"Temporal";"Otorgadas"
"247";"Cañete";"Perú";2023;2;"Temporal";"Otorgadas"
"248";"Cerrillos";"Bolivia";2023;7;"Temporal";"Otorgadas"
"249";"Cerrillos";"Brasil";2023;1;"Temporal";"Otorgadas"
"250";"Cerrillos";"Colombia";2023;104;"Temporal";"Otorgadas"
"251";"Cerrillos";"Cuba";2023;1;"Temporal";"Otorgadas"
"252";"Cerrillos";"Ecuador";2023;20;"Temporal";"Otorgadas"
"253";"Cerrillos";"Haití";2023;45;"Temporal";"Otorgadas"
"254";"Cerrillos";"Otro país";2023;1;"Temporal";"Otorgadas"
"255";"Cerrillos";"Paraguay";2023;1;"Temporal";"Otorgadas"
"256";"Cerrillos";"Perú";2023;67;"Temporal";"Otorgadas"
"257";"Cerrillos";"República Dominicana";2023;4;"Temporal";"Otorgadas"
"258";"Cerrillos";"Venezuela";2023;62;"Temporal";"Otorgadas"
"259";"Cerro Navia";"Argentina";2023;10;"Temporal";"Otorgadas"
"260";"Cerro Navia";"Bolivia";2023;24;"Temporal";"Otorgadas"
"261";"Cerro Navia";"Colombia";2023;126;"Temporal";"Otorgadas"
"262";"Cerro Navia";"Ecuador";2023;44;"Temporal";"Otorgadas"
"263";"Cerro Navia";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"264";"Cerro Navia";"Haití";2023;39;"Temporal";"Otorgadas"
"265";"Cerro Navia";"México";2023;2;"Temporal";"Otorgadas"
"266";"Cerro Navia";"Nicaragua";2023;1;"Temporal";"Otorgadas"
"267";"Cerro Navia";"Paraguay";2023;7;"Temporal";"Otorgadas"
"268";"Cerro Navia";"Perú";2023;167;"Temporal";"Otorgadas"
"269";"Cerro Navia";"República Dominicana";2023;8;"Temporal";"Otorgadas"
"270";"Cerro Navia";"Venezuela";2023;85;"Temporal";"Otorgadas"
"271";"Chaitén";"Argentina";2023;1;"Temporal";"Otorgadas"
"272";"Chaitén";"Perú";2023;1;"Temporal";"Otorgadas"
"273";"Chaitén";"Venezuela";2023;1;"Temporal";"Otorgadas"
"274";"Chanco";"Perú";2023;4;"Temporal";"Otorgadas"
"275";"Chañaral";"Bolivia";2023;10;"Temporal";"Otorgadas"
"276";"Chañaral";"Colombia";2023;10;"Temporal";"Otorgadas"
"277";"Chañaral";"Perú";2023;4;"Temporal";"Otorgadas"
"278";"Chiguayante";"Argentina";2023;2;"Temporal";"Otorgadas"
"279";"Chiguayante";"Brasil";2023;2;"Temporal";"Otorgadas"
"280";"Chiguayante";"Colombia";2023;17;"Temporal";"Otorgadas"
"281";"Chiguayante";"España";2023;1;"Temporal";"Otorgadas"
"282";"Chiguayante";"Panamá";2023;1;"Temporal";"Otorgadas"
"283";"Chiguayante";"Perú";2023;9;"Temporal";"Otorgadas"
"284";"Chiguayante";"Uruguay";2023;1;"Temporal";"Otorgadas"
"285";"Chiguayante";"Venezuela";2023;33;"Temporal";"Otorgadas"
"286";"Chile Chico";"Argentina";2023;3;"Temporal";"Otorgadas"
"287";"Chile Chico";"Colombia";2023;1;"Temporal";"Otorgadas"
"288";"Chile Chico";"Paraguay";2023;3;"Temporal";"Otorgadas"
"289";"Chile Chico";"Venezuela";2023;1;"Temporal";"Otorgadas"
"290";"Chillán";"Argentina";2023;4;"Temporal";"Otorgadas"
"291";"Chillán";"Bolivia";2023;3;"Temporal";"Otorgadas"
"292";"Chillán";"Brasil";2023;6;"Temporal";"Otorgadas"
"293";"Chillán";"China";2023;3;"Temporal";"Otorgadas"
"294";"Chillán";"Colombia";2023;47;"Temporal";"Otorgadas"
"295";"Chillán";"Costa Rica";2023;2;"Temporal";"Otorgadas"
"296";"Chillán";"Cuba";2023;16;"Temporal";"Otorgadas"
"297";"Chillán";"Ecuador";2023;13;"Temporal";"Otorgadas"
"298";"Chillán";"Egipto";2023;1;"Temporal";"Otorgadas"
"299";"Chillán";"España";2023;1;"Temporal";"Otorgadas"
"300";"Chillán";"Haití";2023;9;"Temporal";"Otorgadas"
"301";"Chillán";"Honduras";2023;1;"Temporal";"Otorgadas"
"302";"Chillán";"Italia";2023;3;"Temporal";"Otorgadas"
"303";"Chillán";"México";2023;1;"Temporal";"Otorgadas"
"304";"Chillán";"Otro país";2023;1;"Temporal";"Otorgadas"
"305";"Chillán";"Paraguay";2023;1;"Temporal";"Otorgadas"
"306";"Chillán";"Perú";2023;25;"Temporal";"Otorgadas"
"307";"Chillán";"Suecia";2023;1;"Temporal";"Otorgadas"
"308";"Chillán";"Turquía";2023;1;"Temporal";"Otorgadas"
"309";"Chillán";"Uruguay";2023;1;"Temporal";"Otorgadas"
"310";"Chillán";"Venezuela";2023;107;"Temporal";"Otorgadas"
"311";"Chillán";"Vietnam";2023;1;"Temporal";"Otorgadas"
"312";"Chillán Viejo";"Argentina";2023;2;"Temporal";"Otorgadas"
"313";"Chillán Viejo";"Colombia";2023;3;"Temporal";"Otorgadas"
"314";"Chillán Viejo";"Haití";2023;2;"Temporal";"Otorgadas"
"315";"Chillán Viejo";"Perú";2023;1;"Temporal";"Otorgadas"
"316";"Chillán Viejo";"Uruguay";2023;1;"Temporal";"Otorgadas"
"317";"Chillán Viejo";"Venezuela";2023;10;"Temporal";"Otorgadas"
"318";"Chimbarongo";"Argentina";2023;1;"Temporal";"Otorgadas"
"319";"Chimbarongo";"Bolivia";2023;6;"Temporal";"Otorgadas"
"320";"Chimbarongo";"China";2023;1;"Temporal";"Otorgadas"
"321";"Chimbarongo";"Colombia";2023;12;"Temporal";"Otorgadas"
"322";"Chimbarongo";"Cuba";2023;1;"Temporal";"Otorgadas"
"323";"Chimbarongo";"Ecuador";2023;1;"Temporal";"Otorgadas"
"324";"Chimbarongo";"Haití";2023;5;"Temporal";"Otorgadas"
"325";"Chimbarongo";"Pakistán";2023;1;"Temporal";"Otorgadas"
"326";"Chimbarongo";"Perú";2023;6;"Temporal";"Otorgadas"
"327";"Chimbarongo";"Venezuela";2023;4;"Temporal";"Otorgadas"
"328";"Cholchol";"Argentina";2023;1;"Temporal";"Otorgadas"
"329";"Cholchol";"Bolivia";2023;2;"Temporal";"Otorgadas"
"330";"Cholchol";"Colombia";2023;1;"Temporal";"Otorgadas"
"331";"Chonchi";"Perú";2023;1;"Temporal";"Otorgadas"
"332";"Chonchi";"Uruguay";2023;1;"Temporal";"Otorgadas"
"333";"Chonchi";"Venezuela";2023;1;"Temporal";"Otorgadas"
"334";"Chépica";"Bolivia";2023;2;"Temporal";"Otorgadas"
"335";"Chépica";"Colombia";2023;2;"Temporal";"Otorgadas"
"336";"Chépica";"Venezuela";2023;1;"Temporal";"Otorgadas"
"337";"Cisnes";"Colombia";2023;1;"Temporal";"Otorgadas"
"338";"Cisnes";"Venezuela";2023;1;"Temporal";"Otorgadas"
"339";"Cobquecura";"Brasil";2023;1;"Temporal";"Otorgadas"
"340";"Cobquecura";"Noruega";2023;1;"Temporal";"Otorgadas"
"341";"Cochamó";"Venezuela";2023;2;"Temporal";"Otorgadas"
"342";"Cochrane";"Colombia";2023;1;"Temporal";"Otorgadas"
"343";"Codegua";"Haití";2023;3;"Temporal";"Otorgadas"
"344";"Coelemu";"Colombia";2023;2;"Temporal";"Otorgadas"
"345";"Coelemu";"Venezuela";2023;1;"Temporal";"Otorgadas"
"346";"Coihueco";"Argentina";2023;1;"Temporal";"Otorgadas"
"347";"Coihueco";"Bolivia";2023;3;"Temporal";"Otorgadas"
"348";"Coihueco";"Colombia";2023;3;"Temporal";"Otorgadas"
"349";"Coihueco";"Perú";2023;1;"Temporal";"Otorgadas"
"350";"Coihueco";"Venezuela";2023;1;"Temporal";"Otorgadas"
"351";"Coinco";"Ecuador";2023;1;"Temporal";"Otorgadas"
"352";"Coinco";"Haití";2023;2;"Temporal";"Otorgadas"
"353";"Coinco";"Venezuela";2023;1;"Temporal";"Otorgadas"
"354";"Colbún";"Colombia";2023;2;"Temporal";"Otorgadas"
"355";"Colbún";"España";2023;1;"Temporal";"Otorgadas"
"356";"Colbún";"Perú";2023;1;"Temporal";"Otorgadas"
"357";"Colbún";"Suiza";2023;1;"Temporal";"Otorgadas"
"358";"Colbún";"Venezuela";2023;2;"Temporal";"Otorgadas"
"359";"Colchane";"Bolivia";2023;39;"Temporal";"Otorgadas"
"360";"Colchane";"Perú";2023;1;"Temporal";"Otorgadas"
"361";"Colina";"Alemania";2023;1;"Temporal";"Otorgadas"
"362";"Colina";"Argentina";2023;25;"Temporal";"Otorgadas"
"363";"Colina";"Australia";2023;1;"Temporal";"Otorgadas"
"364";"Colina";"Bolivia";2023;214;"Temporal";"Otorgadas"
"365";"Colina";"Brasil";2023;6;"Temporal";"Otorgadas"
"366";"Colina";"Canadá";2023;1;"Temporal";"Otorgadas"
"367";"Colina";"China";2023;2;"Temporal";"Otorgadas"
"368";"Colina";"Colombia";2023;175;"Temporal";"Otorgadas"
"369";"Colina";"Cuba";2023;3;"Temporal";"Otorgadas"
"370";"Colina";"Ecuador";2023;63;"Temporal";"Otorgadas"
"371";"Colina";"El Salvador";2023;1;"Temporal";"Otorgadas"
"372";"Colina";"España";2023;3;"Temporal";"Otorgadas"
"373";"Colina";"Filipinas";2023;2;"Temporal";"Otorgadas"
"374";"Colina";"Francia";2023;1;"Temporal";"Otorgadas"
"375";"Colina";"Haití";2023;75;"Temporal";"Otorgadas"
"376";"Colina";"Honduras";2023;1;"Temporal";"Otorgadas"
"377";"Colina";"México";2023;4;"Temporal";"Otorgadas"
"378";"Colina";"Panamá";2023;1;"Temporal";"Otorgadas"
"379";"Colina";"Paraguay";2023;2;"Temporal";"Otorgadas"
"380";"Colina";"Perú";2023;125;"Temporal";"Otorgadas"
"381";"Colina";"Portugal";2023;1;"Temporal";"Otorgadas"
"382";"Colina";"Reino Unido";2023;1;"Temporal";"Otorgadas"
"383";"Colina";"República Dominicana";2023;24;"Temporal";"Otorgadas"
"384";"Colina";"Rusia";2023;1;"Temporal";"Otorgadas"
"385";"Colina";"Uruguay";2023;1;"Temporal";"Otorgadas"
"386";"Colina";"Venezuela";2023;110;"Temporal";"Otorgadas"
"387";"Collipulli";"Bolivia";2023;1;"Temporal";"Otorgadas"
"388";"Collipulli";"China";2023;2;"Temporal";"Otorgadas"
"389";"Collipulli";"Colombia";2023;3;"Temporal";"Otorgadas"
