"";"comuna";"pais";"año";"n";"residencia";"estado"
"2391";"Sin Información";"República Dominicana";2023;724;"Temporal";"Otorgadas"
"2392";"Sin Información";"Rumanía";2023;6;"Temporal";"Otorgadas"
"2393";"Sin Información";"Rusia";2023;174;"Temporal";"Otorgadas"
"2394";"Sin Información";"Senegal";2023;1;"Temporal";"Otorgadas"
"2395";"Sin Información";"Siria";2023;20;"Temporal";"Otorgadas"
"2396";"Sin Información";"Sudáfrica";2023;8;"Temporal";"Otorgadas"
"2397";"Sin Información";"Suecia";2023;12;"Temporal";"Otorgadas"
"2398";"Sin Información";"Suiza";2023;28;"Temporal";"Otorgadas"
"2399";"Sin Información";"Tailandia";2023;10;"Temporal";"Otorgadas"
"2400";"Sin Información";"Taiwán";2023;4;"Temporal";"Otorgadas"
"2401";"Sin Información";"Trinidad y Tobago";2023;1;"Temporal";"Otorgadas"
"2402";"Sin Información";"Ucrania";2023;5;"Temporal";"Otorgadas"
"2403";"Sin Información";"Uruguay";2023;156;"Temporal";"Otorgadas"
"2404";"Sin Información";"Venezuela";2023;8119;"Temporal";"Otorgadas"
"2405";"Sin Información";"Vietnam";2023;1;"Temporal";"Otorgadas"
"2406";"Talagante";"Argentina";2023;4;"Temporal";"Otorgadas"
"2407";"Talagante";"Bolivia";2023;8;"Temporal";"Otorgadas"
"2408";"Talagante";"Brasil";2023;1;"Temporal";"Otorgadas"
"2409";"Talagante";"Colombia";2023;31;"Temporal";"Otorgadas"
"2410";"Talagante";"Corea del Sur";2023;1;"Temporal";"Otorgadas"
"2411";"Talagante";"Cuba";2023;1;"Temporal";"Otorgadas"
"2412";"Talagante";"Ecuador";2023;7;"Temporal";"Otorgadas"
"2413";"Talagante";"Haití";2023;12;"Temporal";"Otorgadas"
"2414";"Talagante";"Nicaragua";2023;1;"Temporal";"Otorgadas"
"2415";"Talagante";"Otro país";2023;1;"Temporal";"Otorgadas"
"2416";"Talagante";"Perú";2023;9;"Temporal";"Otorgadas"
"2417";"Talagante";"Uruguay";2023;1;"Temporal";"Otorgadas"
"2418";"Talagante";"Venezuela";2023;38;"Temporal";"Otorgadas"
"2419";"Talca";"Alemania";2023;1;"Temporal";"Otorgadas"
"2420";"Talca";"Argentina";2023;12;"Temporal";"Otorgadas"
"2421";"Talca";"Australia";2023;1;"Temporal";"Otorgadas"
"2422";"Talca";"Bolivia";2023;4;"Temporal";"Otorgadas"
"2423";"Talca";"Brasil";2023;9;"Temporal";"Otorgadas"
"2424";"Talca";"Colombia";2023;120;"Temporal";"Otorgadas"
"2425";"Talca";"Cuba";2023;9;"Temporal";"Otorgadas"
"2426";"Talca";"Ecuador";2023;16;"Temporal";"Otorgadas"
"2427";"Talca";"El Salvador";2023;1;"Temporal";"Otorgadas"
"2428";"Talca";"España";2023;2;"Temporal";"Otorgadas"
"2429";"Talca";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"2430";"Talca";"Haití";2023;16;"Temporal";"Otorgadas"
"2431";"Talca";"Honduras";2023;1;"Temporal";"Otorgadas"
"2432";"Talca";"Jordania";2023;1;"Temporal";"Otorgadas"
"2433";"Talca";"México";2023;1;"Temporal";"Otorgadas"
"2434";"Talca";"Nicaragua";2023;1;"Temporal";"Otorgadas"
"2435";"Talca";"Pakistán";2023;3;"Temporal";"Otorgadas"
"2436";"Talca";"Perú";2023;27;"Temporal";"Otorgadas"
"2437";"Talca";"República Dominicana";2023;2;"Temporal";"Otorgadas"
"2438";"Talca";"Taiwán";2023;1;"Temporal";"Otorgadas"
"2439";"Talca";"Venezuela";2023;260;"Temporal";"Otorgadas"
"2440";"Talcahuano";"Argentina";2023;1;"Temporal";"Otorgadas"
"2441";"Talcahuano";"Bolivia";2023;2;"Temporal";"Otorgadas"
"2442";"Talcahuano";"Brasil";2023;3;"Temporal";"Otorgadas"
"2443";"Talcahuano";"China";2023;1;"Temporal";"Otorgadas"
"2444";"Talcahuano";"Colombia";2023;28;"Temporal";"Otorgadas"
"2445";"Talcahuano";"Cuba";2023;1;"Temporal";"Otorgadas"
"2446";"Talcahuano";"Ecuador";2023;7;"Temporal";"Otorgadas"
"2447";"Talcahuano";"España";2023;2;"Temporal";"Otorgadas"
"2448";"Talcahuano";"Haití";2023;8;"Temporal";"Otorgadas"
"2449";"Talcahuano";"Noruega";2023;1;"Temporal";"Otorgadas"
"2450";"Talcahuano";"Otro país";2023;1;"Temporal";"Otorgadas"
"2451";"Talcahuano";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2452";"Talcahuano";"Perú";2023;7;"Temporal";"Otorgadas"
"2453";"Talcahuano";"República De Bielorrusia";2023;1;"Temporal";"Otorgadas"
"2454";"Talcahuano";"Taiwán";2023;1;"Temporal";"Otorgadas"
"2455";"Talcahuano";"Venezuela";2023;73;"Temporal";"Otorgadas"
"2456";"Taltal";"Argentina";2023;1;"Temporal";"Otorgadas"
"2457";"Taltal";"Bolivia";2023;11;"Temporal";"Otorgadas"
"2458";"Taltal";"Colombia";2023;17;"Temporal";"Otorgadas"
"2459";"Taltal";"Ecuador";2023;4;"Temporal";"Otorgadas"
"2460";"Taltal";"Perú";2023;3;"Temporal";"Otorgadas"
"2461";"Taltal";"Venezuela";2023;2;"Temporal";"Otorgadas"
"2462";"Temuco";"Argentina";2023;15;"Temporal";"Otorgadas"
"2463";"Temuco";"Bolivia";2023;3;"Temporal";"Otorgadas"
"2464";"Temuco";"Brasil";2023;6;"Temporal";"Otorgadas"
"2465";"Temuco";"China";2023;4;"Temporal";"Otorgadas"
"2466";"Temuco";"Colombia";2023;95;"Temporal";"Otorgadas"
"2467";"Temuco";"Cuba";2023;16;"Temporal";"Otorgadas"
"2468";"Temuco";"Dinamarca";2023;1;"Temporal";"Otorgadas"
"2469";"Temuco";"Ecuador";2023;25;"Temporal";"Otorgadas"
"2470";"Temuco";"El Salvador";2023;4;"Temporal";"Otorgadas"
"2471";"Temuco";"España";2023;4;"Temporal";"Otorgadas"
"2472";"Temuco";"Estados Unidos";2023;5;"Temporal";"Otorgadas"
"2473";"Temuco";"Haití";2023;19;"Temporal";"Otorgadas"
"2474";"Temuco";"Honduras";2023;1;"Temporal";"Otorgadas"
"2475";"Temuco";"Indonesia";2023;1;"Temporal";"Otorgadas"
"2476";"Temuco";"México";2023;3;"Temporal";"Otorgadas"
"2477";"Temuco";"Nigeria";2023;2;"Temporal";"Otorgadas"
"2478";"Temuco";"Panamá";2023;1;"Temporal";"Otorgadas"
"2479";"Temuco";"Paraguay";2023;2;"Temporal";"Otorgadas"
"2480";"Temuco";"Perú";2023;40;"Temporal";"Otorgadas"
"2481";"Temuco";"Portugal";2023;1;"Temporal";"Otorgadas"
"2482";"Temuco";"Venezuela";2023;144;"Temporal";"Otorgadas"
"2483";"Teno";"Bolivia";2023;2;"Temporal";"Otorgadas"
"2484";"Teno";"China";2023;1;"Temporal";"Otorgadas"
"2485";"Teno";"Colombia";2023;8;"Temporal";"Otorgadas"
"2486";"Teno";"Ecuador";2023;3;"Temporal";"Otorgadas"
"2487";"Teno";"Haití";2023;3;"Temporal";"Otorgadas"
"2488";"Teno";"Otro país";2023;1;"Temporal";"Otorgadas"
"2489";"Teno";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2490";"Teno";"Perú";2023;3;"Temporal";"Otorgadas"
"2491";"Teno";"Venezuela";2023;8;"Temporal";"Otorgadas"
"2492";"Teodoro Schmidt";"Colombia";2023;1;"Temporal";"Otorgadas"
"2493";"Teodoro Schmidt";"Ecuador";2023;1;"Temporal";"Otorgadas"
"2494";"Teodoro Schmidt";"México";2023;1;"Temporal";"Otorgadas"
"2495";"Teodoro Schmidt";"Perú";2023;1;"Temporal";"Otorgadas"
"2496";"Teodoro Schmidt";"Venezuela";2023;1;"Temporal";"Otorgadas"
"2497";"Tierra Amarilla";"Argentina";2023;1;"Temporal";"Otorgadas"
"2498";"Tierra Amarilla";"Bolivia";2023;21;"Temporal";"Otorgadas"
"2499";"Tierra Amarilla";"Colombia";2023;7;"Temporal";"Otorgadas"
"2500";"Tierra Amarilla";"Ecuador";2023;3;"Temporal";"Otorgadas"
"2501";"Tierra Amarilla";"Perú";2023;1;"Temporal";"Otorgadas"
"2502";"Tierra Amarilla";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"2503";"Tierra Amarilla";"Venezuela";2023;2;"Temporal";"Otorgadas"
"2504";"Tiltil";"Argentina";2023;6;"Temporal";"Otorgadas"
"2505";"Tiltil";"Bolivia";2023;11;"Temporal";"Otorgadas"
"2506";"Tiltil";"Brasil";2023;1;"Temporal";"Otorgadas"
"2507";"Tiltil";"Colombia";2023;15;"Temporal";"Otorgadas"
"2508";"Tiltil";"Ecuador";2023;14;"Temporal";"Otorgadas"
"2509";"Tiltil";"Haití";2023;4;"Temporal";"Otorgadas"
"2510";"Tiltil";"Perú";2023;6;"Temporal";"Otorgadas"
"2511";"Tiltil";"Venezuela";2023;7;"Temporal";"Otorgadas"
"2512";"Tocopilla";"Argentina";2023;2;"Temporal";"Otorgadas"
"2513";"Tocopilla";"Bolivia";2023;48;"Temporal";"Otorgadas"
"2514";"Tocopilla";"Brasil";2023;1;"Temporal";"Otorgadas"
"2515";"Tocopilla";"Colombia";2023;52;"Temporal";"Otorgadas"
"2516";"Tocopilla";"Ecuador";2023;7;"Temporal";"Otorgadas"
"2517";"Tocopilla";"México";2023;1;"Temporal";"Otorgadas"
"2518";"Tocopilla";"Paraguay";2023;4;"Temporal";"Otorgadas"
"2519";"Tocopilla";"Perú";2023;20;"Temporal";"Otorgadas"
"2520";"Tocopilla";"Venezuela";2023;9;"Temporal";"Otorgadas"
"2521";"Tomé";"Alemania";2023;1;"Temporal";"Otorgadas"
"2522";"Tomé";"Argentina";2023;1;"Temporal";"Otorgadas"
"2523";"Tomé";"Brasil";2023;3;"Temporal";"Otorgadas"
"2524";"Tomé";"China";2023;1;"Temporal";"Otorgadas"
"2525";"Tomé";"Colombia";2023;7;"Temporal";"Otorgadas"
"2526";"Tomé";"Ecuador";2023;8;"Temporal";"Otorgadas"
"2527";"Tomé";"Francia";2023;2;"Temporal";"Otorgadas"
"2528";"Tomé";"Haití";2023;1;"Temporal";"Otorgadas"
"2529";"Tomé";"Otro país";2023;1;"Temporal";"Otorgadas"
"2530";"Tomé";"Perú";2023;2;"Temporal";"Otorgadas"
"2531";"Tomé";"Venezuela";2023;11;"Temporal";"Otorgadas"
"2532";"Traiguén";"Colombia";2023;2;"Temporal";"Otorgadas"
"2533";"Traiguén";"Ecuador";2023;6;"Temporal";"Otorgadas"
"2534";"Traiguén";"Venezuela";2023;4;"Temporal";"Otorgadas"
"2535";"Treguaco";"Colombia";2023;1;"Temporal";"Otorgadas"
"2536";"Tucapel";"China";2023;2;"Temporal";"Otorgadas"
"2537";"Tucapel";"Colombia";2023;3;"Temporal";"Otorgadas"
"2538";"Tucapel";"Venezuela";2023;2;"Temporal";"Otorgadas"
"2539";"Valdivia";"Argentina";2023;3;"Temporal";"Otorgadas"
"2540";"Valdivia";"Bolivia";2023;4;"Temporal";"Otorgadas"
"2541";"Valdivia";"Brasil";2023;1;"Temporal";"Otorgadas"
"2542";"Valdivia";"China";2023;1;"Temporal";"Otorgadas"
"2543";"Valdivia";"Colombia";2023;53;"Temporal";"Otorgadas"
"2544";"Valdivia";"Ecuador";2023;8;"Temporal";"Otorgadas"
"2545";"Valdivia";"El Salvador";2023;1;"Temporal";"Otorgadas"
"2546";"Valdivia";"España";2023;3;"Temporal";"Otorgadas"
"2547";"Valdivia";"Estados Unidos";2023;2;"Temporal";"Otorgadas"
"2548";"Valdivia";"Francia";2023;1;"Temporal";"Otorgadas"
"2549";"Valdivia";"Haití";2023;16;"Temporal";"Otorgadas"
"2550";"Valdivia";"Honduras";2023;2;"Temporal";"Otorgadas"
"2551";"Valdivia";"Italia";2023;5;"Temporal";"Otorgadas"
"2552";"Valdivia";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2553";"Valdivia";"Perú";2023;14;"Temporal";"Otorgadas"
"2554";"Valdivia";"Venezuela";2023;86;"Temporal";"Otorgadas"
"2555";"Vallenar";"Argentina";2023;2;"Temporal";"Otorgadas"
"2556";"Vallenar";"Bolivia";2023;17;"Temporal";"Otorgadas"
"2557";"Vallenar";"Brasil";2023;4;"Temporal";"Otorgadas"
"2558";"Vallenar";"China";2023;3;"Temporal";"Otorgadas"
"2559";"Vallenar";"Colombia";2023;48;"Temporal";"Otorgadas"
"2560";"Vallenar";"Ecuador";2023;1;"Temporal";"Otorgadas"
"2561";"Vallenar";"Haití";2023;1;"Temporal";"Otorgadas"
"2562";"Vallenar";"México";2023;1;"Temporal";"Otorgadas"
"2563";"Vallenar";"Perú";2023;11;"Temporal";"Otorgadas"
"2564";"Vallenar";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"2565";"Vallenar";"Venezuela";2023;17;"Temporal";"Otorgadas"
"2566";"Valparaíso";"Alemania";2023;1;"Temporal";"Otorgadas"
"2567";"Valparaíso";"Argentina";2023;26;"Temporal";"Otorgadas"
"2568";"Valparaíso";"Bolivia";2023;15;"Temporal";"Otorgadas"
"2569";"Valparaíso";"Brasil";2023;5;"Temporal";"Otorgadas"
"2570";"Valparaíso";"Bélgica";2023;1;"Temporal";"Otorgadas"
"2571";"Valparaíso";"China";2023;4;"Temporal";"Otorgadas"
"2572";"Valparaíso";"Colombia";2023;137;"Temporal";"Otorgadas"
"2573";"Valparaíso";"Corea del Sur";2023;3;"Temporal";"Otorgadas"
"2574";"Valparaíso";"Cuba";2023;7;"Temporal";"Otorgadas"
"2575";"Valparaíso";"Ecuador";2023;29;"Temporal";"Otorgadas"
"2576";"Valparaíso";"El Salvador";2023;1;"Temporal";"Otorgadas"
"2577";"Valparaíso";"España";2023;4;"Temporal";"Otorgadas"
"2578";"Valparaíso";"Estados Unidos";2023;3;"Temporal";"Otorgadas"
"2579";"Valparaíso";"Francia";2023;2;"Temporal";"Otorgadas"
"2580";"Valparaíso";"Haití";2023;15;"Temporal";"Otorgadas"
"2581";"Valparaíso";"Honduras";2023;2;"Temporal";"Otorgadas"
"2582";"Valparaíso";"Indonesia";2023;3;"Temporal";"Otorgadas"
"2583";"Valparaíso";"Italia";2023;4;"Temporal";"Otorgadas"
"2584";"Valparaíso";"Japón";2023;1;"Temporal";"Otorgadas"
"2585";"Valparaíso";"México";2023;3;"Temporal";"Otorgadas"
"2586";"Valparaíso";"Noruega";2023;2;"Temporal";"Otorgadas"
"2587";"Valparaíso";"Nueva Zelanda";2023;1;"Temporal";"Otorgadas"
"2588";"Valparaíso";"Perú";2023;68;"Temporal";"Otorgadas"
"2589";"Valparaíso";"Portugal";2023;1;"Temporal";"Otorgadas"
"2590";"Valparaíso";"Rusia";2023;2;"Temporal";"Otorgadas"
"2591";"Valparaíso";"Senegal";2023;2;"Temporal";"Otorgadas"
"2592";"Valparaíso";"Uruguay";2023;2;"Temporal";"Otorgadas"
"2593";"Valparaíso";"Venezuela";2023;283;"Temporal";"Otorgadas"
"2594";"Vichuquén";"España";2023;1;"Temporal";"Otorgadas"
"2595";"Victoria";"Argentina";2023;2;"Temporal";"Otorgadas"
"2596";"Victoria";"Colombia";2023;4;"Temporal";"Otorgadas"
"2597";"Victoria";"Haití";2023;1;"Temporal";"Otorgadas"
"2598";"Victoria";"Marruecos";2023;1;"Temporal";"Otorgadas"
"2599";"Victoria";"Venezuela";2023;7;"Temporal";"Otorgadas"
"2600";"Vicuña";"Argentina";2023;1;"Temporal";"Otorgadas"
"2601";"Vicuña";"Bolivia";2023;47;"Temporal";"Otorgadas"
"2602";"Vicuña";"Brasil";2023;1;"Temporal";"Otorgadas"
"2603";"Vicuña";"Colombia";2023;4;"Temporal";"Otorgadas"
"2604";"Vicuña";"Ecuador";2023;4;"Temporal";"Otorgadas"
"2605";"Vicuña";"Haití";2023;4;"Temporal";"Otorgadas"
"2606";"Vicuña";"Perú";2023;2;"Temporal";"Otorgadas"
"2607";"Vicuña";"Suiza";2023;1;"Temporal";"Otorgadas"
"2608";"Vicuña";"Venezuela";2023;19;"Temporal";"Otorgadas"
"2609";"Vilcún";"Bolivia";2023;1;"Temporal";"Otorgadas"
"2610";"Vilcún";"Colombia";2023;3;"Temporal";"Otorgadas"
"2611";"Vilcún";"Cuba";2023;1;"Temporal";"Otorgadas"
"2612";"Vilcún";"Ecuador";2023;1;"Temporal";"Otorgadas"
"2613";"Vilcún";"México";2023;1;"Temporal";"Otorgadas"
"2614";"Vilcún";"Perú";2023;1;"Temporal";"Otorgadas"
"2615";"Vilcún";"Venezuela";2023;4;"Temporal";"Otorgadas"
"2616";"Villa Alegre";"Argentina";2023;1;"Temporal";"Otorgadas"
"2617";"Villa Alegre";"Ecuador";2023;1;"Temporal";"Otorgadas"
"2618";"Villa Alemana";"Argentina";2023;6;"Temporal";"Otorgadas"
"2619";"Villa Alemana";"Brasil";2023;2;"Temporal";"Otorgadas"
"2620";"Villa Alemana";"Colombia";2023;36;"Temporal";"Otorgadas"
"2621";"Villa Alemana";"Costa Rica";2023;2;"Temporal";"Otorgadas"
"2622";"Villa Alemana";"Cuba";2023;3;"Temporal";"Otorgadas"
"2623";"Villa Alemana";"Ecuador";2023;5;"Temporal";"Otorgadas"
"2624";"Villa Alemana";"España";2023;2;"Temporal";"Otorgadas"
"2625";"Villa Alemana";"Haití";2023;4;"Temporal";"Otorgadas"
"2626";"Villa Alemana";"México";2023;1;"Temporal";"Otorgadas"
"2627";"Villa Alemana";"Paraguay";2023;2;"Temporal";"Otorgadas"
"2628";"Villa Alemana";"Perú";2023;10;"Temporal";"Otorgadas"
"2629";"Villa Alemana";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"2630";"Villa Alemana";"Rusia";2023;2;"Temporal";"Otorgadas"
"2631";"Villa Alemana";"Venezuela";2023;62;"Temporal";"Otorgadas"
"2632";"Villarrica";"Argentina";2023;6;"Temporal";"Otorgadas"
"2633";"Villarrica";"Brasil";2023;2;"Temporal";"Otorgadas"
"2634";"Villarrica";"China";2023;1;"Temporal";"Otorgadas"
"2635";"Villarrica";"Colombia";2023;19;"Temporal";"Otorgadas"
"2636";"Villarrica";"Ecuador";2023;5;"Temporal";"Otorgadas"
"2637";"Villarrica";"España";2023;1;"Temporal";"Otorgadas"
"2638";"Villarrica";"Estados Unidos";2023;1;"Temporal";"Otorgadas"
"2639";"Villarrica";"Haití";2023;4;"Temporal";"Otorgadas"
"2640";"Villarrica";"México";2023;2;"Temporal";"Otorgadas"
"2641";"Villarrica";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2642";"Villarrica";"Perú";2023;3;"Temporal";"Otorgadas"
"2643";"Villarrica";"Rusia";2023;1;"Temporal";"Otorgadas"
"2644";"Villarrica";"Venezuela";2023;25;"Temporal";"Otorgadas"
"2645";"Vitacura";"Alemania";2023;3;"Temporal";"Otorgadas"
"2646";"Vitacura";"Argentina";2023;20;"Temporal";"Otorgadas"
"2647";"Vitacura";"Australia";2023;5;"Temporal";"Otorgadas"
"2648";"Vitacura";"Austria";2023;3;"Temporal";"Otorgadas"
"2649";"Vitacura";"Bolivia";2023;5;"Temporal";"Otorgadas"
"2650";"Vitacura";"Brasil";2023;8;"Temporal";"Otorgadas"
"2651";"Vitacura";"Canadá";2023;1;"Temporal";"Otorgadas"
"2652";"Vitacura";"China";2023;4;"Temporal";"Otorgadas"
"2653";"Vitacura";"Colombia";2023;19;"Temporal";"Otorgadas"
"2654";"Vitacura";"Corea del Sur";2023;4;"Temporal";"Otorgadas"
"2655";"Vitacura";"Dinamarca";2023;1;"Temporal";"Otorgadas"
"2656";"Vitacura";"Ecuador";2023;5;"Temporal";"Otorgadas"
"2657";"Vitacura";"El Salvador";2023;2;"Temporal";"Otorgadas"
"2658";"Vitacura";"España";2023;10;"Temporal";"Otorgadas"
"2659";"Vitacura";"Estados Unidos";2023;3;"Temporal";"Otorgadas"
"2660";"Vitacura";"Francia";2023;14;"Temporal";"Otorgadas"
"2661";"Vitacura";"Haití";2023;1;"Temporal";"Otorgadas"
"2662";"Vitacura";"Italia";2023;1;"Temporal";"Otorgadas"
"2663";"Vitacura";"Líbano";2023;2;"Temporal";"Otorgadas"
"2664";"Vitacura";"México";2023;3;"Temporal";"Otorgadas"
"2665";"Vitacura";"Otro país";2023;2;"Temporal";"Otorgadas"
"2666";"Vitacura";"Palestina";2023;1;"Temporal";"Otorgadas"
"2667";"Vitacura";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2668";"Vitacura";"Perú";2023;26;"Temporal";"Otorgadas"
"2669";"Vitacura";"Reino Unido";2023;1;"Temporal";"Otorgadas"
"2670";"Vitacura";"República Dominicana";2023;1;"Temporal";"Otorgadas"
"2671";"Vitacura";"Rusia";2023;3;"Temporal";"Otorgadas"
"2672";"Vitacura";"Uruguay";2023;1;"Temporal";"Otorgadas"
"2673";"Vitacura";"Venezuela";2023;9;"Temporal";"Otorgadas"
"2674";"Viña del Mar";"Alemania";2023;3;"Temporal";"Otorgadas"
"2675";"Viña del Mar";"Argentina";2023;42;"Temporal";"Otorgadas"
"2676";"Viña del Mar";"Australia";2023;1;"Temporal";"Otorgadas"
"2677";"Viña del Mar";"Bolivia";2023;16;"Temporal";"Otorgadas"
"2678";"Viña del Mar";"Brasil";2023;5;"Temporal";"Otorgadas"
"2679";"Viña del Mar";"China";2023;8;"Temporal";"Otorgadas"
"2680";"Viña del Mar";"Colombia";2023;139;"Temporal";"Otorgadas"
"2681";"Viña del Mar";"Costa Rica";2023;1;"Temporal";"Otorgadas"
"2682";"Viña del Mar";"Cuba";2023;5;"Temporal";"Otorgadas"
"2683";"Viña del Mar";"Ecuador";2023;38;"Temporal";"Otorgadas"
"2684";"Viña del Mar";"El Salvador";2023;1;"Temporal";"Otorgadas"
"2685";"Viña del Mar";"Eslovaquia";2023;1;"Temporal";"Otorgadas"
"2686";"Viña del Mar";"España";2023;9;"Temporal";"Otorgadas"
"2687";"Viña del Mar";"Estados Unidos";2023;3;"Temporal";"Otorgadas"
"2688";"Viña del Mar";"Francia";2023;1;"Temporal";"Otorgadas"
"2689";"Viña del Mar";"Haití";2023;17;"Temporal";"Otorgadas"
"2690";"Viña del Mar";"Honduras";2023;1;"Temporal";"Otorgadas"
"2691";"Viña del Mar";"India";2023;1;"Temporal";"Otorgadas"
"2692";"Viña del Mar";"Italia";2023;5;"Temporal";"Otorgadas"
"2693";"Viña del Mar";"Marruecos";2023;1;"Temporal";"Otorgadas"
"2694";"Viña del Mar";"México";2023;11;"Temporal";"Otorgadas"
"2695";"Viña del Mar";"Otro país";2023;4;"Temporal";"Otorgadas"
"2696";"Viña del Mar";"Panamá";2023;1;"Temporal";"Otorgadas"
"2697";"Viña del Mar";"Paraguay";2023;3;"Temporal";"Otorgadas"
"2698";"Viña del Mar";"Perú";2023;84;"Temporal";"Otorgadas"
"2699";"Viña del Mar";"Polonia";2023;1;"Temporal";"Otorgadas"
"2700";"Viña del Mar";"Portugal";2023;3;"Temporal";"Otorgadas"
"2701";"Viña del Mar";"Reino Unido";2023;1;"Temporal";"Otorgadas"
"2702";"Viña del Mar";"República Dominicana";2023;3;"Temporal";"Otorgadas"
"2703";"Viña del Mar";"Rusia";2023;6;"Temporal";"Otorgadas"
"2704";"Viña del Mar";"Taiwán";2023;1;"Temporal";"Otorgadas"
"2705";"Viña del Mar";"Ucrania";2023;1;"Temporal";"Otorgadas"
"2706";"Viña del Mar";"Venezuela";2023;376;"Temporal";"Otorgadas"
"2707";"Yerbas Buenas";"Bolivia";2023;1;"Temporal";"Otorgadas"
"2708";"Yumbel";"Bolivia";2023;1;"Temporal";"Otorgadas"
"2709";"Yumbel";"Brasil";2023;1;"Temporal";"Otorgadas"
"2710";"Yumbel";"Colombia";2023;6;"Temporal";"Otorgadas"
"2711";"Yumbel";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2712";"Yumbel";"Perú";2023;1;"Temporal";"Otorgadas"
"2713";"Yumbel";"Venezuela";2023;2;"Temporal";"Otorgadas"
"2714";"Yungay";"Argentina";2023;1;"Temporal";"Otorgadas"
"2715";"Yungay";"Bolivia";2023;1;"Temporal";"Otorgadas"
"2716";"Yungay";"Colombia";2023;1;"Temporal";"Otorgadas"
"2717";"Zapallar";"Argentina";2023;1;"Temporal";"Otorgadas"
"2718";"Zapallar";"Colombia";2023;2;"Temporal";"Otorgadas"
"2719";"Zapallar";"Corea del Sur";2023;1;"Temporal";"Otorgadas"
"2720";"Zapallar";"Haití";2023;1;"Temporal";"Otorgadas"
"2721";"Zapallar";"Perú";2023;2;"Temporal";"Otorgadas"
"2722";"Ñiquén";"Italia";2023;1;"Temporal";"Otorgadas"
"2723";"Ñuñoa";"Alemania";2023;2;"Temporal";"Otorgadas"
"2724";"Ñuñoa";"Argentina";2023;22;"Temporal";"Otorgadas"
"2725";"Ñuñoa";"Bolivia";2023;12;"Temporal";"Otorgadas"
"2726";"Ñuñoa";"Brasil";2023;16;"Temporal";"Otorgadas"
"2727";"Ñuñoa";"China";2023;4;"Temporal";"Otorgadas"
"2728";"Ñuñoa";"Colombia";2023;129;"Temporal";"Otorgadas"
"2729";"Ñuñoa";"Costa Rica";2023;2;"Temporal";"Otorgadas"
"2730";"Ñuñoa";"Cuba";2023;8;"Temporal";"Otorgadas"
"2731";"Ñuñoa";"Ecuador";2023;30;"Temporal";"Otorgadas"
"2732";"Ñuñoa";"El Salvador";2023;4;"Temporal";"Otorgadas"
"2733";"Ñuñoa";"España";2023;5;"Temporal";"Otorgadas"
"2734";"Ñuñoa";"Estados Unidos";2023;3;"Temporal";"Otorgadas"
"2735";"Ñuñoa";"Filipinas";2023;1;"Temporal";"Otorgadas"
"2736";"Ñuñoa";"Francia";2023;5;"Temporal";"Otorgadas"
"2737";"Ñuñoa";"Grecia";2023;1;"Temporal";"Otorgadas"
"2738";"Ñuñoa";"Guatemala";2023;5;"Temporal";"Otorgadas"
"2739";"Ñuñoa";"Haití";2023;4;"Temporal";"Otorgadas"
"2740";"Ñuñoa";"Honduras";2023;2;"Temporal";"Otorgadas"
"2741";"Ñuñoa";"India";2023;1;"Temporal";"Otorgadas"
"2742";"Ñuñoa";"Irán";2023;1;"Temporal";"Otorgadas"
"2743";"Ñuñoa";"Israel";2023;1;"Temporal";"Otorgadas"
"2744";"Ñuñoa";"Italia";2023;7;"Temporal";"Otorgadas"
"2745";"Ñuñoa";"México";2023;8;"Temporal";"Otorgadas"
"2746";"Ñuñoa";"Nicaragua";2023;1;"Temporal";"Otorgadas"
"2747";"Ñuñoa";"Otro país";2023;4;"Temporal";"Otorgadas"
"2748";"Ñuñoa";"Paraguay";2023;1;"Temporal";"Otorgadas"
"2749";"Ñuñoa";"Perú";2023;67;"Temporal";"Otorgadas"
"2750";"Ñuñoa";"Portugal";2023;1;"Temporal";"Otorgadas"
"2751";"Ñuñoa";"Reino Unido";2023;1;"Temporal";"Otorgadas"
"2752";"Ñuñoa";"República De Serbia";2023;1;"Temporal";"Otorgadas"
"2753";"Ñuñoa";"República Dominicana";2023;4;"Temporal";"Otorgadas"
"2754";"Ñuñoa";"Rusia";2023;5;"Temporal";"Otorgadas"
"2755";"Ñuñoa";"Sudáfrica";2023;1;"Temporal";"Otorgadas"
"2756";"Ñuñoa";"Taiwán";2023;1;"Temporal";"Otorgadas"
"2757";"Ñuñoa";"Ucrania";2023;1;"Temporal";"Otorgadas"
"2758";"Ñuñoa";"Uruguay";2023;1;"Temporal";"Otorgadas"
"2759";"Ñuñoa";"Venezuela";2023;202;"Temporal";"Otorgadas"
"2760";"Algarrobo";"Argentina";2023;2;"Definitiva";"Otorgadas"
"2761";"Algarrobo";"Bolivia";2023;1;"Definitiva";"Otorgadas"
