"";"pais";"año";"region";"comuna";"estimacion"
"858";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";59
"859";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";203
"860";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"LAS CONDES";650
"861";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";114
"862";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"LO PRADO";27
"863";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"MACUL";51
"864";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"MAIPÚ";418
"865";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"MELIPILLA";33
"866";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";134
"867";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";364
"868";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";135
"869";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";329
"870";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"QUILICURA";173
"871";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";64
"872";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"RECOLETA";139
"873";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";247
"874";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";50
"875";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";142
"876";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"SANTIAGO";3233
"877";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"VITACURA";82
"878";"CHINA";"2018";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";264
"879";"CHINA";"2018";"TARAPACÁ";"ALTO HOSPICIO";34
"880";"CHINA";"2018";"TARAPACÁ";"IQUIQUE";1050
"881";"CHINA";"2018";"VALPARAÍSO";"VALPARAÍSO";186
"882";"CHINA";"2018";"VALPARAÍSO";"VIÑA DEL MAR";154
"883";"CHINA";"2019";"ANTOFAGASTA";"ANTOFAGASTA";212
"884";"CHINA";"2019";"ANTOFAGASTA";"CALAMA";106
"885";"CHINA";"2019";"ARICA Y PARINACOTA";"ARICA";35
"886";"CHINA";"2019";"ATACAMA";"COPIAPÓ";111
"887";"CHINA";"2019";"BIOBÍO";"CONCEPCIÓN";112
"888";"CHINA";"2019";"COQUIMBO";"COQUIMBO";136
"889";"CHINA";"2019";"COQUIMBO";"LA SERENA";132
"890";"CHINA";"2019";"LA ARAUCANÍA";"TEMUCO";140
"891";"CHINA";"2019";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";118
"892";"CHINA";"2019";"LOS LAGOS";"PUERTO MONTT";43
"893";"CHINA";"2019";"MAULE";"CURICÓ";47
"894";"CHINA";"2019";"MAULE";"TALCA";105
"895";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";44
"896";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"COLINA";109
"897";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";46
"898";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";289
"899";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";73
"900";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";57
"901";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";217
"902";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"LAS CONDES";650
"903";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";117
"904";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"LO PRADO";28
"905";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"MACUL";57
"906";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"MAIPÚ";450
"907";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"MELIPILLA";37
"908";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";141
"909";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";385
"910";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";139
"911";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";361
"912";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"QUILICURA";185
"913";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";69
"914";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"RECOLETA";147
"915";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";278
"916";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";49
"917";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";158
"918";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"SANTIAGO";3295
"919";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"VITACURA";91
"920";"CHINA";"2019";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";285
"921";"CHINA";"2019";"TARAPACÁ";"ALTO HOSPICIO";39
"922";"CHINA";"2019";"TARAPACÁ";"IQUIQUE";1102
"923";"CHINA";"2019";"VALPARAÍSO";"VALPARAÍSO";175
"924";"CHINA";"2019";"VALPARAÍSO";"VIÑA DEL MAR";118
"925";"CHINA";"2020";"ANTOFAGASTA";"ANTOFAGASTA";217
"926";"CHINA";"2020";"ANTOFAGASTA";"CALAMA";116
"927";"CHINA";"2020";"ARICA Y PARINACOTA";"ARICA";42
"928";"CHINA";"2020";"ATACAMA";"COPIAPÓ";112
"929";"CHINA";"2020";"BIOBÍO";"CONCEPCIÓN";109
"930";"CHINA";"2020";"COQUIMBO";"COQUIMBO";125
"931";"CHINA";"2020";"COQUIMBO";"LA SERENA";132
"932";"CHINA";"2020";"LA ARAUCANÍA";"TEMUCO";138
"933";"CHINA";"2020";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";116
"934";"CHINA";"2020";"LOS LAGOS";"PUERTO MONTT";48
"935";"CHINA";"2020";"MAULE";"CURICÓ";55
"936";"CHINA";"2020";"MAULE";"TALCA";135
"937";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";43
"938";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"COLINA";105
"939";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";50
"940";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";299
"941";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";75
"942";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";61
"943";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";227
"944";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"LAS CONDES";700
"945";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";126
"946";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"LO PRADO";30
"947";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"MACUL";75
"948";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"MAIPÚ";456
"949";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"MELIPILLA";43
"950";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";140
"951";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";409
"952";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";143
"953";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";359
"954";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"QUILICURA";192
"955";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";69
"956";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"RECOLETA";143
"957";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";248
"958";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";48
"959";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";163
"960";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"SANTIAGO";3442
"961";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"VITACURA";93
"962";"CHINA";"2020";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";294
"963";"CHINA";"2020";"TARAPACÁ";"ALTO HOSPICIO";41
"964";"CHINA";"2020";"TARAPACÁ";"IQUIQUE";1084
"965";"CHINA";"2020";"VALPARAÍSO";"VALPARAÍSO";162
"966";"CHINA";"2020";"VALPARAÍSO";"VIÑA DEL MAR";128
"967";"CHINA";"2021";"ANTOFAGASTA";"ANTOFAGASTA";223
"968";"CHINA";"2021";"ANTOFAGASTA";"CALAMA";115
"969";"CHINA";"2021";"ARICA Y PARINACOTA";"ARICA";45
"970";"CHINA";"2021";"ATACAMA";"COPIAPÓ";102
"971";"CHINA";"2021";"BIOBÍO";"CONCEPCIÓN";108
"972";"CHINA";"2021";"COQUIMBO";"COQUIMBO";137
"973";"CHINA";"2021";"COQUIMBO";"LA SERENA";133
"974";"CHINA";"2021";"LA ARAUCANÍA";"TEMUCO";132
"975";"CHINA";"2021";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";136
"976";"CHINA";"2021";"LOS LAGOS";"PUERTO MONTT";52
"977";"CHINA";"2021";"MAULE";"CURICÓ";53
"978";"CHINA";"2021";"MAULE";"TALCA";154
"979";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";42
"980";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"COLINA";104
"981";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";49
"982";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";307
"983";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";79
"984";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";78
"985";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";236
"986";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"LAS CONDES";744
"987";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";130
"988";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"LO PRADO";33
"989";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"MACUL";78
"990";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"MAIPÚ";464
"991";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"MELIPILLA";37
"992";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";143
"993";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";397
"994";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";157
"995";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";372
"996";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"QUILICURA";202
"997";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";70
"998";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"RECOLETA";144
"999";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";237
"1000";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";55
"1001";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";165
"1002";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"SANTIAGO";3529
"1003";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"VITACURA";90
"1004";"CHINA";"2021";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";301
"1005";"CHINA";"2021";"TARAPACÁ";"ALTO HOSPICIO";44
"1006";"CHINA";"2021";"TARAPACÁ";"IQUIQUE";1091
"1007";"CHINA";"2021";"VALPARAÍSO";"VALPARAÍSO";158
"1008";"CHINA";"2021";"VALPARAÍSO";"VIÑA DEL MAR";113
"1009";"CHINA";"2022";"ANTOFAGASTA";"ANTOFAGASTA";221
"1010";"CHINA";"2022";"ANTOFAGASTA";"CALAMA";116
"1011";"CHINA";"2022";"ARICA Y PARINACOTA";"ARICA";45
"1012";"CHINA";"2022";"ATACAMA";"COPIAPÓ";97
"1013";"CHINA";"2022";"BIOBÍO";"CONCEPCIÓN";104
"1014";"CHINA";"2022";"COQUIMBO";"COQUIMBO";194
"1015";"CHINA";"2022";"COQUIMBO";"LA SERENA";138
"1016";"CHINA";"2022";"LA ARAUCANÍA";"TEMUCO";142
"1017";"CHINA";"2022";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";135
"1018";"CHINA";"2022";"LOS LAGOS";"PUERTO MONTT";48
"1019";"CHINA";"2022";"MAULE";"CURICÓ";49
"1020";"CHINA";"2022";"MAULE";"TALCA";112
"1021";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";46
"1022";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"COLINA";99
"1023";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";48
"1024";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";277
"1025";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";81
"1026";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";90
"1027";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";233
"1028";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"LAS CONDES";763
"1029";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";127
"1030";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"LO PRADO";30
"1031";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"MACUL";68
"1032";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"MAIPÚ";460
"1033";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"MELIPILLA";31
"1034";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";146
"1035";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";402
"1036";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";152
"1037";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";371
"1038";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"QUILICURA";201
"1039";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";76
"1040";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"RECOLETA";149
"1041";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";223
"1042";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";55
"1043";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";165
"1044";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"SANTIAGO";3497
"1045";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"VITACURA";95
"1046";"CHINA";"2022";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";301
"1047";"CHINA";"2022";"TARAPACÁ";"ALTO HOSPICIO";44
"1048";"CHINA";"2022";"TARAPACÁ";"IQUIQUE";1062
"1049";"CHINA";"2022";"VALPARAÍSO";"VALPARAÍSO";143
"1050";"CHINA";"2022";"VALPARAÍSO";"VIÑA DEL MAR";123
"1051";"COLOMBIA";"2018";"ANTOFAGASTA";"ANTOFAGASTA";21436
"1052";"COLOMBIA";"2018";"ANTOFAGASTA";"CALAMA";3629
"1053";"COLOMBIA";"2018";"ARICA Y PARINACOTA";"ARICA";1359
"1054";"COLOMBIA";"2018";"ATACAMA";"COPIAPÓ";2272
"1055";"COLOMBIA";"2018";"BIOBÍO";"CONCEPCIÓN";872
"1056";"COLOMBIA";"2018";"COQUIMBO";"COQUIMBO";1918
"1057";"COLOMBIA";"2018";"COQUIMBO";"LA SERENA";2030
"1058";"COLOMBIA";"2018";"LA ARAUCANÍA";"TEMUCO";630
"1059";"COLOMBIA";"2018";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";1617
"1060";"COLOMBIA";"2018";"LOS LAGOS";"PUERTO MONTT";943
"1061";"COLOMBIA";"2018";"MAULE";"CURICÓ";611
"1062";"COLOMBIA";"2018";"MAULE";"TALCA";737
"1063";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";992
"1064";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"COLINA";1621
"1065";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";1318
"1066";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";3529
"1067";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";7226
"1068";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1024
"1069";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";2746
"1070";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"LAS CONDES";2992
"1071";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";894
"1072";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"LO PRADO";1694
"1073";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"MACUL";1345
"1074";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2614
"1075";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"MELIPILLA";458
"1076";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1782
"1077";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";1560
"1078";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1854
"1079";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1825
"1080";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"QUILICURA";1539
"1081";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";3226
"1082";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"RECOLETA";2304
"1083";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";781
"1084";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1300
"1085";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";1879
"1086";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"SANTIAGO";24710
"1087";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"VITACURA";642
"1088";"COLOMBIA";"2018";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";2463
"1089";"COLOMBIA";"2018";"TARAPACÁ";"ALTO HOSPICIO";1176
"1090";"COLOMBIA";"2018";"TARAPACÁ";"IQUIQUE";3404
"1091";"COLOMBIA";"2018";"VALPARAÍSO";"VALPARAÍSO";1054
"1092";"COLOMBIA";"2018";"VALPARAÍSO";"VIÑA DEL MAR";1439
"1093";"COLOMBIA";"2019";"ANTOFAGASTA";"ANTOFAGASTA";23238
"1094";"COLOMBIA";"2019";"ANTOFAGASTA";"CALAMA";3905
"1095";"COLOMBIA";"2019";"ARICA Y PARINACOTA";"ARICA";1468
"1096";"COLOMBIA";"2019";"ATACAMA";"COPIAPÓ";2598
"1097";"COLOMBIA";"2019";"BIOBÍO";"CONCEPCIÓN";1008
"1098";"COLOMBIA";"2019";"COQUIMBO";"COQUIMBO";2067
"1099";"COLOMBIA";"2019";"COQUIMBO";"LA SERENA";2121
"1100";"COLOMBIA";"2019";"LA ARAUCANÍA";"TEMUCO";757
"1101";"COLOMBIA";"2019";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";1728
"1102";"COLOMBIA";"2019";"LOS LAGOS";"PUERTO MONTT";1036
"1103";"COLOMBIA";"2019";"MAULE";"CURICÓ";697
"1104";"COLOMBIA";"2019";"MAULE";"TALCA";848
"1105";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";1107
"1106";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"COLINA";1760
"1107";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";1462
"1108";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";3950
"1109";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";7755
"1110";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1124
"1111";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";3046
"1112";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"LAS CONDES";3047
"1113";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";976
"1114";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"LO PRADO";1809
"1115";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"MACUL";1468
"1116";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2855
"1117";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"MELIPILLA";545
"1118";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1977
"1119";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";1655
"1120";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";2031
"1121";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";2119
"1122";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"QUILICURA";1676
"1123";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";3605
"1124";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"RECOLETA";2457
"1125";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";895
"1126";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1453
"1127";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";2170
"1128";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"SANTIAGO";25851
"1129";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"VITACURA";675
"1130";"COLOMBIA";"2019";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";2630
"1131";"COLOMBIA";"2019";"TARAPACÁ";"ALTO HOSPICIO";1326
"1132";"COLOMBIA";"2019";"TARAPACÁ";"IQUIQUE";3600
"1133";"COLOMBIA";"2019";"VALPARAÍSO";"VALPARAÍSO";1125
"1134";"COLOMBIA";"2019";"VALPARAÍSO";"VIÑA DEL MAR";1516
"1135";"COLOMBIA";"2020";"ANTOFAGASTA";"ANTOFAGASTA";24106
"1136";"COLOMBIA";"2020";"ANTOFAGASTA";"CALAMA";3930
"1137";"COLOMBIA";"2020";"ARICA Y PARINACOTA";"ARICA";1516
"1138";"COLOMBIA";"2020";"ATACAMA";"COPIAPÓ";2597
"1139";"COLOMBIA";"2020";"BIOBÍO";"CONCEPCIÓN";1037
"1140";"COLOMBIA";"2020";"COQUIMBO";"COQUIMBO";2186
"1141";"COLOMBIA";"2020";"COQUIMBO";"LA SERENA";2201
"1142";"COLOMBIA";"2020";"LA ARAUCANÍA";"TEMUCO";821
"1143";"COLOMBIA";"2020";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";1771
"1144";"COLOMBIA";"2020";"LOS LAGOS";"PUERTO MONTT";1152
"1145";"COLOMBIA";"2020";"MAULE";"CURICÓ";761
"1146";"COLOMBIA";"2020";"MAULE";"TALCA";907
"1147";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";1189
"1148";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"COLINA";1918
"1149";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";1537
"1150";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";4135
"1151";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";7842
"1152";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1224
"1153";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";3257
"1154";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"LAS CONDES";3247
"1155";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";1032
"1156";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"LO PRADO";1886
"1157";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"MACUL";1529
"1158";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2935
"1159";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"MELIPILLA";618
"1160";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";2073
"1161";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";1672
"1162";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";2126
"1163";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";2217
"1164";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"QUILICURA";1747
"1165";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";3818
"1166";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"RECOLETA";2462
"1167";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";971
"1168";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1495
"1169";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";2428
"1170";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"SANTIAGO";26847
"1171";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"VITACURA";714
"1172";"COLOMBIA";"2020";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";2811
"1173";"COLOMBIA";"2020";"TARAPACÁ";"ALTO HOSPICIO";1396
"1174";"COLOMBIA";"2020";"TARAPACÁ";"IQUIQUE";3679
"1175";"COLOMBIA";"2020";"VALPARAÍSO";"VALPARAÍSO";1134
"1176";"COLOMBIA";"2020";"VALPARAÍSO";"VIÑA DEL MAR";1579
"1177";"COLOMBIA";"2021";"ANTOFAGASTA";"ANTOFAGASTA";24814
"1178";"COLOMBIA";"2021";"ANTOFAGASTA";"CALAMA";4184
"1179";"COLOMBIA";"2021";"ARICA Y PARINACOTA";"ARICA";1613
"1180";"COLOMBIA";"2021";"ATACAMA";"COPIAPÓ";2736
"1181";"COLOMBIA";"2021";"BIOBÍO";"CONCEPCIÓN";1116
