"";"pais";"año";"region";"comuna";"estimacion"
"2316";"HAITÍ";"2018";"COQUIMBO";"COQUIMBO";2566
"2317";"HAITÍ";"2018";"COQUIMBO";"LA SERENA";689
"2318";"HAITÍ";"2018";"LA ARAUCANÍA";"TEMUCO";1809
"2319";"HAITÍ";"2018";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";2310
"2320";"HAITÍ";"2018";"LOS LAGOS";"PUERTO MONTT";1532
"2321";"HAITÍ";"2018";"MAULE";"CURICÓ";5371
"2322";"HAITÍ";"2018";"MAULE";"TALCA";3654
"2323";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3278
"2324";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"COLINA";2393
"2325";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";2648
"2326";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";9794
"2327";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";3206
"2328";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1901
"2329";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";1930
"2330";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"LAS CONDES";132
"2331";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";112
"2332";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"LO PRADO";1474
"2333";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"MACUL";549
"2334";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2622
"2335";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"MELIPILLA";5499
"2336";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1019
"2337";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";112
"2338";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1615
"2339";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1196
"2340";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"QUILICURA";13424
"2341";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";2234
"2342";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"RECOLETA";4389
"2343";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";7260
"2344";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1161
"2345";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";997
"2346";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"SANTIAGO";7740
"2347";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"VITACURA";25
"2348";"HAITÍ";"2018";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";157
"2349";"HAITÍ";"2018";"TARAPACÁ";"ALTO HOSPICIO";23
"2350";"HAITÍ";"2018";"TARAPACÁ";"IQUIQUE";293
"2351";"HAITÍ";"2018";"VALPARAÍSO";"VALPARAÍSO";1160
"2352";"HAITÍ";"2018";"VALPARAÍSO";"VIÑA DEL MAR";746
"2353";"HAITÍ";"2019";"ANTOFAGASTA";"ANTOFAGASTA";47
"2354";"HAITÍ";"2019";"ANTOFAGASTA";"CALAMA";42
"2355";"HAITÍ";"2019";"ARICA Y PARINACOTA";"ARICA";20
"2356";"HAITÍ";"2019";"ATACAMA";"COPIAPÓ";148
"2357";"HAITÍ";"2019";"BIOBÍO";"CONCEPCIÓN";860
"2358";"HAITÍ";"2019";"COQUIMBO";"COQUIMBO";2437
"2359";"HAITÍ";"2019";"COQUIMBO";"LA SERENA";631
"2360";"HAITÍ";"2019";"LA ARAUCANÍA";"TEMUCO";1873
"2361";"HAITÍ";"2019";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";2309
"2362";"HAITÍ";"2019";"LOS LAGOS";"PUERTO MONTT";1740
"2363";"HAITÍ";"2019";"MAULE";"CURICÓ";4848
"2364";"HAITÍ";"2019";"MAULE";"TALCA";3536
"2365";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3446
"2366";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"COLINA";2377
"2367";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";2751
"2368";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";10029
"2369";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";3157
"2370";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1907
"2371";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";1989
"2372";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"LAS CONDES";137
"2373";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";122
"2374";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"LO PRADO";1558
"2375";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"MACUL";575
"2376";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2665
"2377";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"MELIPILLA";4667
"2378";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1067
"2379";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";97
"2380";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1701
"2381";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1258
"2382";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"QUILICURA";13848
"2383";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";2352
"2384";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"RECOLETA";4437
"2385";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";7357
"2386";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1260
"2387";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";1006
"2388";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"SANTIAGO";7456
"2389";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"VITACURA";27
"2390";"HAITÍ";"2019";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";159
"2391";"HAITÍ";"2019";"TARAPACÁ";"ALTO HOSPICIO";25
"2392";"HAITÍ";"2019";"TARAPACÁ";"IQUIQUE";309
"2393";"HAITÍ";"2019";"VALPARAÍSO";"VALPARAÍSO";1283
"2394";"HAITÍ";"2019";"VALPARAÍSO";"VIÑA DEL MAR";848
"2395";"HAITÍ";"2020";"ANTOFAGASTA";"ANTOFAGASTA";58
"2396";"HAITÍ";"2020";"ANTOFAGASTA";"CALAMA";44
"2397";"HAITÍ";"2020";"ARICA Y PARINACOTA";"ARICA";26
"2398";"HAITÍ";"2020";"ATACAMA";"COPIAPÓ";139
"2399";"HAITÍ";"2020";"BIOBÍO";"CONCEPCIÓN";865
"2400";"HAITÍ";"2020";"COQUIMBO";"COQUIMBO";2359
"2401";"HAITÍ";"2020";"COQUIMBO";"LA SERENA";584
"2402";"HAITÍ";"2020";"LA ARAUCANÍA";"TEMUCO";1833
"2403";"HAITÍ";"2020";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";2164
"2404";"HAITÍ";"2020";"LOS LAGOS";"PUERTO MONTT";1789
"2405";"HAITÍ";"2020";"MAULE";"CURICÓ";4680
"2406";"HAITÍ";"2020";"MAULE";"TALCA";3448
"2407";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3639
"2408";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"COLINA";2401
"2409";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";2859
"2410";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";10225
"2411";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";3159
"2412";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1920
"2413";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";2091
"2414";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"LAS CONDES";139
"2415";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";129
"2416";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"LO PRADO";1634
"2417";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"MACUL";584
"2418";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2856
"2419";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"MELIPILLA";4573
"2420";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1141
"2421";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";105
"2422";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1770
"2423";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1403
"2424";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"QUILICURA";14364
"2425";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";2497
"2426";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"RECOLETA";4483
"2427";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";7488
"2428";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1324
"2429";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";1052
"2430";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"SANTIAGO";7395
"2431";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"VITACURA";30
"2432";"HAITÍ";"2020";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";164
"2433";"HAITÍ";"2020";"TARAPACÁ";"ALTO HOSPICIO";35
"2434";"HAITÍ";"2020";"TARAPACÁ";"IQUIQUE";301
"2435";"HAITÍ";"2020";"VALPARAÍSO";"VALPARAÍSO";1277
"2436";"HAITÍ";"2020";"VALPARAÍSO";"VIÑA DEL MAR";901
"2437";"HAITÍ";"2021";"ANTOFAGASTA";"ANTOFAGASTA";61
"2438";"HAITÍ";"2021";"ANTOFAGASTA";"CALAMA";44
"2439";"HAITÍ";"2021";"ARICA Y PARINACOTA";"ARICA";29
"2440";"HAITÍ";"2021";"ATACAMA";"COPIAPÓ";125
"2441";"HAITÍ";"2021";"BIOBÍO";"CONCEPCIÓN";865
"2442";"HAITÍ";"2021";"COQUIMBO";"COQUIMBO";2307
"2443";"HAITÍ";"2021";"COQUIMBO";"LA SERENA";596
"2444";"HAITÍ";"2021";"LA ARAUCANÍA";"TEMUCO";1780
"2445";"HAITÍ";"2021";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";2297
"2446";"HAITÍ";"2021";"LOS LAGOS";"PUERTO MONTT";1802
"2447";"HAITÍ";"2021";"MAULE";"CURICÓ";4709
"2448";"HAITÍ";"2021";"MAULE";"TALCA";3441
"2449";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3749
"2450";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"COLINA";2521
"2451";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";2886
"2452";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";10235
"2453";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";3093
"2454";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1914
"2455";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";2108
"2456";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"LAS CONDES";139
"2457";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";134
"2458";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"LO PRADO";1643
"2459";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"MACUL";565
"2460";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"MAIPÚ";2951
"2461";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"MELIPILLA";4506
"2462";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1150
"2463";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";98
"2464";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1808
"2465";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1583
"2466";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"QUILICURA";14504
"2467";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";2521
"2468";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"RECOLETA";4469
"2469";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";7571
"2470";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1340
"2471";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";1043
"2472";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"SANTIAGO";7303
"2473";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"VITACURA";32
"2474";"HAITÍ";"2021";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";160
"2475";"HAITÍ";"2021";"TARAPACÁ";"ALTO HOSPICIO";61
"2476";"HAITÍ";"2021";"TARAPACÁ";"IQUIQUE";283
"2477";"HAITÍ";"2021";"VALPARAÍSO";"VALPARAÍSO";1296
"2478";"HAITÍ";"2021";"VALPARAÍSO";"VIÑA DEL MAR";904
"2479";"HAITÍ";"2022";"ANTOFAGASTA";"ANTOFAGASTA";62
"2480";"HAITÍ";"2022";"ANTOFAGASTA";"CALAMA";42
"2481";"HAITÍ";"2022";"ARICA Y PARINACOTA";"ARICA";31
"2482";"HAITÍ";"2022";"ATACAMA";"COPIAPÓ";123
"2483";"HAITÍ";"2022";"BIOBÍO";"CONCEPCIÓN";821
"2484";"HAITÍ";"2022";"COQUIMBO";"COQUIMBO";2231
"2485";"HAITÍ";"2022";"COQUIMBO";"LA SERENA";647
"2486";"HAITÍ";"2022";"LA ARAUCANÍA";"TEMUCO";1738
"2487";"HAITÍ";"2022";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";2365
"2488";"HAITÍ";"2022";"LOS LAGOS";"PUERTO MONTT";1763
"2489";"HAITÍ";"2022";"MAULE";"CURICÓ";4743
"2490";"HAITÍ";"2022";"MAULE";"TALCA";3455
"2491";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3787
"2492";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"COLINA";2599
"2493";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";2918
"2494";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";10421
"2495";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";3074
"2496";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";1897
"2497";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";2098
"2498";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"LAS CONDES";140
"2499";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";137
"2500";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"LO PRADO";1642
"2501";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"MACUL";564
"2502";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"MAIPÚ";3081
"2503";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"MELIPILLA";4399
"2504";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";1141
"2505";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";94
"2506";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";1780
"2507";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";1718
"2508";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"QUILICURA";14667
"2509";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";2522
"2510";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"RECOLETA";4482
"2511";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";7756
"2512";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";1343
"2513";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";1030
"2514";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"SANTIAGO";7328
"2515";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"VITACURA";31
"2516";"HAITÍ";"2022";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";161
"2517";"HAITÍ";"2022";"TARAPACÁ";"ALTO HOSPICIO";85
"2518";"HAITÍ";"2022";"TARAPACÁ";"IQUIQUE";270
"2519";"HAITÍ";"2022";"VALPARAÍSO";"VALPARAÍSO";1275
"2520";"HAITÍ";"2022";"VALPARAÍSO";"VIÑA DEL MAR";920
"2521";"ITALIA";"2018";"ANTOFAGASTA";"ANTOFAGASTA";28
"2522";"ITALIA";"2018";"ANTOFAGASTA";"CALAMA";22
"2523";"ITALIA";"2018";"ARICA Y PARINACOTA";"ARICA";34
"2524";"ITALIA";"2018";"ATACAMA";"COPIAPÓ";31
"2525";"ITALIA";"2018";"BIOBÍO";"CONCEPCIÓN";62
"2526";"ITALIA";"2018";"COQUIMBO";"COQUIMBO";58
"2527";"ITALIA";"2018";"COQUIMBO";"LA SERENA";129
"2528";"ITALIA";"2018";"LA ARAUCANÍA";"TEMUCO";20
"2529";"ITALIA";"2018";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";26
"2530";"ITALIA";"2018";"LOS LAGOS";"PUERTO MONTT";13
"2531";"ITALIA";"2018";"MAULE";"CURICÓ";35
"2532";"ITALIA";"2018";"MAULE";"TALCA";45
"2533";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3
"2534";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"COLINA";60
"2535";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";13
"2536";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";32
"2537";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";26
"2538";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";43
"2539";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";89
"2540";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"LAS CONDES";751
"2541";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";108
"2542";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"LO PRADO";9
"2543";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"MACUL";44
"2544";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"MAIPÚ";69
"2545";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"MELIPILLA";8
"2546";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";61
"2547";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";347
"2548";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";22
"2549";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";57
"2550";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"QUILICURA";19
"2551";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";30
"2552";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"RECOLETA";28
"2553";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";32
"2554";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";31
"2555";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";56
"2556";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"SANTIAGO";316
"2557";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"VITACURA";167
"2558";"ITALIA";"2018";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";182
"2559";"ITALIA";"2018";"TARAPACÁ";"ALTO HOSPICIO";5
"2560";"ITALIA";"2018";"TARAPACÁ";"IQUIQUE";26
"2561";"ITALIA";"2018";"VALPARAÍSO";"VALPARAÍSO";112
"2562";"ITALIA";"2018";"VALPARAÍSO";"VIÑA DEL MAR";192
"2563";"ITALIA";"2019";"ANTOFAGASTA";"ANTOFAGASTA";31
"2564";"ITALIA";"2019";"ANTOFAGASTA";"CALAMA";22
"2565";"ITALIA";"2019";"ARICA Y PARINACOTA";"ARICA";36
"2566";"ITALIA";"2019";"ATACAMA";"COPIAPÓ";33
"2567";"ITALIA";"2019";"BIOBÍO";"CONCEPCIÓN";71
"2568";"ITALIA";"2019";"COQUIMBO";"COQUIMBO";59
"2569";"ITALIA";"2019";"COQUIMBO";"LA SERENA";132
"2570";"ITALIA";"2019";"LA ARAUCANÍA";"TEMUCO";21
"2571";"ITALIA";"2019";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";27
"2572";"ITALIA";"2019";"LOS LAGOS";"PUERTO MONTT";14
"2573";"ITALIA";"2019";"MAULE";"CURICÓ";39
"2574";"ITALIA";"2019";"MAULE";"TALCA";47
"2575";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3
"2576";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"COLINA";60
"2577";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";13
"2578";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";33
"2579";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";26
"2580";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";45
"2581";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";89
"2582";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"LAS CONDES";755
"2583";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";112
"2584";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"LO PRADO";10
"2585";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"MACUL";44
"2586";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"MAIPÚ";70
"2587";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"MELIPILLA";7
"2588";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";65
"2589";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";360
"2590";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";23
"2591";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"PUENTE ALTO";60
"2592";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"QUILICURA";17
"2593";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"QUINTA NORMAL";30
"2594";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"RECOLETA";27
"2595";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN BERNARDO";31
"2596";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN JOAQUÍN";32
"2597";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"SAN MIGUEL";56
"2598";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"SANTIAGO";324
"2599";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"VITACURA";168
"2600";"ITALIA";"2019";"METROPOLITANA DE SANTIAGO";"ÑUÑOA";185
"2601";"ITALIA";"2019";"TARAPACÁ";"ALTO HOSPICIO";5
"2602";"ITALIA";"2019";"TARAPACÁ";"IQUIQUE";26
"2603";"ITALIA";"2019";"VALPARAÍSO";"VALPARAÍSO";109
"2604";"ITALIA";"2019";"VALPARAÍSO";"VIÑA DEL MAR";193
"2605";"ITALIA";"2020";"ANTOFAGASTA";"ANTOFAGASTA";31
"2606";"ITALIA";"2020";"ANTOFAGASTA";"CALAMA";23
"2607";"ITALIA";"2020";"ARICA Y PARINACOTA";"ARICA";38
"2608";"ITALIA";"2020";"ATACAMA";"COPIAPÓ";33
"2609";"ITALIA";"2020";"BIOBÍO";"CONCEPCIÓN";75
"2610";"ITALIA";"2020";"COQUIMBO";"COQUIMBO";60
"2611";"ITALIA";"2020";"COQUIMBO";"LA SERENA";134
"2612";"ITALIA";"2020";"LA ARAUCANÍA";"TEMUCO";22
"2613";"ITALIA";"2020";"LIBERTADOR GENERAL BERNARDO O'HIGGINS";"RANCAGUA";28
"2614";"ITALIA";"2020";"LOS LAGOS";"PUERTO MONTT";15
"2615";"ITALIA";"2020";"MAULE";"CURICÓ";40
"2616";"ITALIA";"2020";"MAULE";"TALCA";52
"2617";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"CERRO NAVIA";3
"2618";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"COLINA";62
"2619";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"CONCHALÍ";13
"2620";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"ESTACIÓN CENTRAL";36
"2621";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"INDEPENDENCIA";29
"2622";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"LA CISTERNA";46
"2623";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"LA FLORIDA";91
"2624";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"LAS CONDES";763
"2625";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"LO BARNECHEA";116
"2626";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"LO PRADO";11
"2627";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"MACUL";46
"2628";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"MAIPÚ";71
"2629";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"MELIPILLA";8
"2630";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"PEÑALOLÉN";62
"2631";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"PROVIDENCIA";364
"2632";"ITALIA";"2020";"METROPOLITANA DE SANTIAGO";"PUDAHUEL";20
